name|code|DdxNum|DdxPer|DdzNum|DdzPer|TddzNum|TddzPer|TotalNum|TotalPer|DayNum
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sh600615"><span class="fore-stock-name">丰华股份</span><span class="fore-stock-spell displaynone">600615FHGF</span></a>|<span class="fore-stock-code">sh600615</span>|13|0.65|11|0.55|10|0.5|33|0.55|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300217"><span class="fore-stock-name">东方电热</span><span class="fore-stock-spell displaynone">300217DFDR</span></a>|<span class="fore-stock-code">sz300217</span>|10|0.5|11|0.55|11|0.55|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300271"><span class="fore-stock-name">华宇软件</span><span class="fore-stock-spell displaynone">300271HYRJ</span></a>|<span class="fore-stock-code">sz300271</span>|10|0.5|11|0.55|11|0.55|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sh600035"><span class="fore-stock-name">楚天高速</span><span class="fore-stock-spell displaynone">600035CTGS</span></a>|<span class="fore-stock-code">sh600035</span>|11|0.55|11|0.55|11|0.55|33|0.55|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz000567"><span class="fore-stock-name">海德股份</span><span class="fore-stock-spell displaynone">000567HDGF</span></a>|<span class="fore-stock-code">sz000567</span>|11|0.55|11|0.55|11|0.55|33|0.55|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sh603678"><span class="fore-stock-name">火炬电子</span><span class="fore-stock-spell displaynone">603678HJDZ</span></a>|<span class="fore-stock-code">sh603678</span>|12|0.6|11|0.55|11|0.55|34|0.5667|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002668"><span class="fore-stock-name">奥马电器</span><span class="fore-stock-spell displaynone">002668AMDQ</span></a>|<span class="fore-stock-code">sz002668</span>|12|0.6|11|0.55|11|0.55|34|0.5667|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300049"><span class="fore-stock-name">福瑞股份</span><span class="fore-stock-spell displaynone">300049FRGF</span></a>|<span class="fore-stock-code">sz300049</span>|12|0.6|11|0.55|11|0.55|34|0.5667|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002236"><span class="fore-stock-name">大华股份</span><span class="fore-stock-spell displaynone">002236DHGF</span></a>|<span class="fore-stock-code">sz002236</span>|10|0.5|11|0.55|12|0.6|34|0.5667|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sh600117"><span class="fore-stock-name">西宁特钢</span><span class="fore-stock-spell displaynone">600117XNTG</span></a>|<span class="fore-stock-code">sh600117</span>|11|0.55|11|0.55|12|0.6|35|0.5834|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300367"><span class="fore-stock-name">东方网力</span><span class="fore-stock-spell displaynone">300367DFWL</span></a>|<span class="fore-stock-code">sz300367</span>|11|0.55|11|0.55|12|0.6|35|0.5834|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300173"><span class="fore-stock-name">智慧松德</span><span class="fore-stock-spell displaynone">300173ZHSD</span></a>|<span class="fore-stock-code">sz300173</span>|12|0.6|11|0.55|12|0.6|36|0.6|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300230"><span class="fore-stock-name">永利带业</span><span class="fore-stock-spell displaynone">300230YLDY</span></a>|<span class="fore-stock-code">sz300230</span>|12|0.6|11|0.55|12|0.6|36|0.6|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002458"><span class="fore-stock-name">益生股份</span><span class="fore-stock-spell displaynone">002458YSGF</span></a>|<span class="fore-stock-code">sz002458</span>|12|0.6|11|0.55|13|0.65|38|0.6334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002001"><span class="fore-stock-name">新和成</span><span class="fore-stock-spell displaynone">002001XHC</span></a>|<span class="fore-stock-code">sz002001</span>|13|0.65|11|0.55|13|0.65|39|0.65|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300420"><span class="fore-stock-name">五洋科技</span><span class="fore-stock-spell displaynone">300420WYKJ</span></a>|<span class="fore-stock-code">sz300420</span>|12|0.6|12|0.6|10|0.5|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002157"><span class="fore-stock-name">正邦科技</span><span class="fore-stock-spell displaynone">002157ZBKJ</span></a>|<span class="fore-stock-code">sz002157</span>|10|0.5|12|0.6|11|0.55|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002085"><span class="fore-stock-name">万丰奥威</span><span class="fore-stock-spell displaynone">002085WFAW</span></a>|<span class="fore-stock-code">sz002085</span>|12|0.6|12|0.6|11|0.55|34|0.5667|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002319"><span class="fore-stock-name">乐通股份</span><span class="fore-stock-spell displaynone">002319LTGF</span></a>|<span class="fore-stock-code">sz002319</span>|15|0.75|12|0.6|11|0.55|37|0.6167|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002235"><span class="fore-stock-name">安妮股份</span><span class="fore-stock-spell displaynone">002235ANGF</span></a>|<span class="fore-stock-code">sz002235</span>|8|0.5334|9|0.6|9|0.6|26|0.5778|15
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002715"><span class="fore-stock-name">登云股份</span><span class="fore-stock-spell displaynone">002715DYGF</span></a>|<span class="fore-stock-code">sz002715</span>|13|0.65|12|0.6|13|0.65|39|0.65|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002599"><span class="fore-stock-name">盛通股份</span><span class="fore-stock-spell displaynone">002599STGF</span></a>|<span class="fore-stock-code">sz002599</span>|9|0.5295|11|0.6471|9|0.5295|27|0.5295|17
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002083"><span class="fore-stock-name">孚日股份</span><span class="fore-stock-spell displaynone">002083FRGF</span></a>|<span class="fore-stock-code">sz002083</span>|12|0.6|13|0.65|10|0.5|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300443"><span class="fore-stock-name">金雷风电</span><span class="fore-stock-spell displaynone">300443JLFD</span></a>|<span class="fore-stock-code">sz300443</span>|14|0.7|13|0.65|10|0.5|34|0.5667|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz000418"><span class="fore-stock-name">小天鹅Ａ</span><span class="fore-stock-spell displaynone">000418XTEA</span></a>|<span class="fore-stock-code">sz000418</span>|15|0.75|13|0.65|10|0.5|35|0.5834|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz000606"><span class="fore-stock-name">青海明胶</span><span class="fore-stock-spell displaynone">000606QHMJ</span></a>|<span class="fore-stock-code">sz000606</span>|12|0.6|13|0.65|12|0.6|36|0.6|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002356"><span class="fore-stock-name">浩宁达</span><span class="fore-stock-spell displaynone">002356HND</span></a>|<span class="fore-stock-code">sz002356</span>|12|0.6667|12|0.6667|9|0.5|30|0.5556|18
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002575"><span class="fore-stock-name">群兴玩具</span><span class="fore-stock-spell displaynone">002575QXWJ</span></a>|<span class="fore-stock-code">sz002575</span>|11|0.579|13|0.6843|10|0.5264|31|0.5439|19
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002341"><span class="fore-stock-name">新纶科技</span><span class="fore-stock-spell displaynone">002341XLKJ</span></a>|<span class="fore-stock-code">sz002341</span>|12|0.75|11|0.6875|10|0.625|32|0.6667|16
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300061"><span class="fore-stock-name">康耐特</span><span class="fore-stock-spell displaynone">300061KNT</span></a>|<span class="fore-stock-code">sz300061</span>|12|0.6|14|0.7|10|0.5|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz000910"><span class="fore-stock-name">大亚科技</span><span class="fore-stock-spell displaynone">000910DYKJ</span></a>|<span class="fore-stock-code">sz000910</span>|14|0.7|14|0.7|11|0.55|36|0.6|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz300449"><span class="fore-stock-name">汉邦高科</span><span class="fore-stock-spell displaynone">300449HBGK</span></a>|<span class="fore-stock-code">sz300449</span>|13|0.65|14|0.7|12|0.6|37|0.6167|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002384"><span class="fore-stock-name">东山精密</span><span class="fore-stock-spell displaynone">002384DSJM</span></a>|<span class="fore-stock-code">sz002384</span>|15|0.75|14|0.7|13|0.65|41|0.6834|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz000821"><span class="fore-stock-name">京山轻机</span><span class="fore-stock-spell displaynone">000821JSQJ</span></a>|<span class="fore-stock-code">sz000821</span>|17|0.85|15|0.75|10|0.5|37|0.6167|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002210"><span class="fore-stock-name">飞马国际</span><span class="fore-stock-spell displaynone">002210FMGJ</span></a>|<span class="fore-stock-code">sz002210</span>|14|0.7|15|0.75|14|0.7|42|0.7001|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sz002035"><span class="fore-stock-name">华帝股份</span><span class="fore-stock-spell displaynone">002035HDGF</span></a>|<span class="fore-stock-code">sz002035</span>|16|0.8|16|0.8|8|0.4|32|0.5334|20
<a target="_blank" href="http://localhost/ForeShadowAlpha/Chart.php?code=sh600202"><span class="fore-stock-name">哈空调</span><span class="fore-stock-spell displaynone">600202HKD</span></a>|<span class="fore-stock-code">sh600202</span>|16|0.8|17|0.85|16|0.8|48|0.8|20
