name|code|MaxRange|DayNum|message_score_max|message_score_min|message_score_dis|basic_score_max|basic_score_min|total_score_max|total_score_min
<a target="_blank" href="/Chart.php?code=sh600723"><span class="fore-stock-name">首商股份</span><span class="fore-stock-spell displaynone">600723SSGF</span></a>|<span class="fore-stock-code">sh600723</span>|0.26|6|5.5|5.5|0|5.7|5.7|6.6|6.6
<a target="_blank" href="/Chart.php?code=sz002748"><span class="fore-stock-name">世龙实业</span><span class="fore-stock-spell displaynone">002748SLSY</span></a>|<span class="fore-stock-code">sz002748</span>|0.25|6|1.5|1.5|0|5.2|5.2|4.5|4.5
<a target="_blank" href="/Chart.php?code=sh600278"><span class="fore-stock-name">东方创业</span><span class="fore-stock-spell displaynone">600278DFCY</span></a>|<span class="fore-stock-code">sh600278</span>|0.25|6|5.5|5.5|0|5.3|5.3|5.9|5.9
<a target="_blank" href="/Chart.php?code=sz000540"><span class="fore-stock-name">中天城投</span><span class="fore-stock-spell displaynone">000540ZTCT</span></a>|<span class="fore-stock-code">sz000540</span>|0.25|6|5.5|5.5|0|6.4|6.4|5.7|5.7
<a target="_blank" href="/Chart.php?code=sh600692"><span class="fore-stock-name">亚通股份</span><span class="fore-stock-spell displaynone">600692YTGF</span></a>|<span class="fore-stock-code">sh600692</span>|0.25|6|5.5|5.5|0|4.8|4.8|5.4|5.4
<a target="_blank" href="/Chart.php?code=sz300254"><span class="fore-stock-name">仟源医药</span><span class="fore-stock-spell displaynone">300254QYYY</span></a>|<span class="fore-stock-code">sz300254</span>|0.25|6|5.8|5.8|0|6.3|6.3|6.5|6.5
<a target="_blank" href="/Chart.php?code=sz300447"><span class="fore-stock-name">全信股份</span><span class="fore-stock-spell displaynone">300447QXGF</span></a>|<span class="fore-stock-code">sz300447</span>|0.25|6|6.4|6.4|0|5|5|6.3|6.3
<a target="_blank" href="/Chart.php?code=sz000988"><span class="fore-stock-name">华工科技</span><span class="fore-stock-spell displaynone">000988HGKJ</span></a>|<span class="fore-stock-code">sz000988</span>|0.25|6|7|7|0|6.7|6.7|6.6|6.6
<a target="_blank" href="/Chart.php?code=sz300404"><span class="fore-stock-name">博济医药</span><span class="fore-stock-spell displaynone">300404BJYY</span></a>|<span class="fore-stock-code">sz300404</span>|0.25|6|6.5|6.5|0|4.6|4.6|5.1|5.1
<a target="_blank" href="/Chart.php?code=sh601880"><span class="fore-stock-name">大连港</span><span class="fore-stock-spell displaynone">601880DLG</span></a>|<span class="fore-stock-code">sh601880</span>|0.25|6|5.5|5.5|0|4.8|4.8|5.8|5.8
<a target="_blank" href="/Chart.php?code=sz002220"><span class="fore-stock-name">天宝股份</span><span class="fore-stock-spell displaynone">002220TBGF</span></a>|<span class="fore-stock-code">sz002220</span>|0.25|6|7|7|0|5.7|5.7|6|6
<a target="_blank" href="/Chart.php?code=sz000987"><span class="fore-stock-name">广州友谊</span><span class="fore-stock-spell displaynone">000987GZYY</span></a>|<span class="fore-stock-code">sz000987</span>|0.25|6|5.5|5.5|0|5.2|5.2|5.8|5.8
<a target="_blank" href="/Chart.php?code=sz300208"><span class="fore-stock-name">恒顺众昇</span><span class="fore-stock-spell displaynone">300208HSZS</span></a>|<span class="fore-stock-code">sz300208</span>|0.25|6|8.2|8.2|0|7.3|7.3|6.1|6.1
<a target="_blank" href="/Chart.php?code=sz002291"><span class="fore-stock-name">星期六</span><span class="fore-stock-spell displaynone">002291XQL</span></a>|<span class="fore-stock-code">sz002291</span>|0.25|6|4.8|4.8|0|5.1|5.1|6.2|6.2
<a target="_blank" href="/Chart.php?code=sz300138"><span class="fore-stock-name">晨光生物</span><span class="fore-stock-spell displaynone">300138CGSW</span></a>|<span class="fore-stock-code">sz300138</span>|0.25|6|6.7|6.7|0|6.5|6.5|6.3|6.3
<a target="_blank" href="/Chart.php?code=sz002534"><span class="fore-stock-name">杭锅股份</span><span class="fore-stock-spell displaynone">002534HGGF</span></a>|<span class="fore-stock-code">sz002534</span>|0.25|6|4.1|4.1|0|4.9|4.9|6.1|6.1
<a target="_blank" href="/Chart.php?code=sz000705"><span class="fore-stock-name">浙江震元</span><span class="fore-stock-spell displaynone">000705ZJZY</span></a>|<span class="fore-stock-code">sz000705</span>|0.25|6|3.9|3.9|0|4.7|4.7|5.4|5.4
<a target="_blank" href="/Chart.php?code=sh600851"><span class="fore-stock-name">海欣股份</span><span class="fore-stock-spell displaynone">600851HXGF</span></a>|<span class="fore-stock-code">sh600851</span>|0.25|6|7.7|7.7|0|5.3|5.3|5.8|5.8
<a target="_blank" href="/Chart.php?code=sh600619"><span class="fore-stock-name">海立股份</span><span class="fore-stock-spell displaynone">600619HLGF</span></a>|<span class="fore-stock-code">sh600619</span>|0.25|6|5.5|5.5|0|4.9|4.9|6.7|6.7
<a target="_blank" href="/Chart.php?code=sh603108"><span class="fore-stock-name">润达医疗</span><span class="fore-stock-spell displaynone">603108RDYL</span></a>|<span class="fore-stock-code">sh603108</span>|0.25|6|5.5|5.5|0|5.5|5.5|5.4|5.4
<a target="_blank" href="/Chart.php?code=sz002213"><span class="fore-stock-name">特尔佳</span><span class="fore-stock-spell displaynone">002213TEJ</span></a>|<span class="fore-stock-code">sz002213</span>|0.25|6|2.7|2.7|0|4.4|4.4|5.5|5.5
<a target="_blank" href="/Chart.php?code=sz002455"><span class="fore-stock-name">百川股份</span><span class="fore-stock-spell displaynone">002455BCGF</span></a>|<span class="fore-stock-code">sz002455</span>|0.25|6|7|7|0|5.7|5.7|5.9|5.9
<a target="_blank" href="/Chart.php?code=sz002181"><span class="fore-stock-name">粤传媒</span><span class="fore-stock-spell displaynone">002181YCM</span></a>|<span class="fore-stock-code">sz002181</span>|0.25|6|3.4|3.4|0|4.5|4.5|5.4|5.4
<a target="_blank" href="/Chart.php?code=sz300126"><span class="fore-stock-name">锐奇股份</span><span class="fore-stock-spell displaynone">300126RQGF</span></a>|<span class="fore-stock-code">sz300126</span>|0.25|6|3.7|3.7|0|5.3|5.3|4.7|4.7
<a target="_blank" href="/Chart.php?code=sh603588"><span class="fore-stock-name">高能环境</span><span class="fore-stock-spell displaynone">603588GNHJ</span></a>|<span class="fore-stock-code">sh603588</span>|0.25|6|5.5|5.5|0|5.4|5.4|6|6
<a target="_blank" href="/Chart.php?code=sh601599"><span class="fore-stock-name">鹿港科技</span><span class="fore-stock-spell displaynone">601599LGKJ</span></a>|<span class="fore-stock-code">sh601599</span>|0.25|6|5.5|5.5|0|6.3|6.3|6.8|6.8
