code|name
sz000626|如意集团
sz002093|国脉科技
sz300356|光一科技
sh600742|一汽富维
sh600718|东软集团
sh600717|天津港
sz000605|渤海股份
sh603788|宁波高发
sh600825|新华传媒
sz300125|易世达
sz000010|深华新
sz000620|新华联
sh600599|熊猫金控
sh600379|宝光股份
sz000802|北京文化
sz002034|美欣达
sz000531|穗恒运Ａ
sh600248|延长化建
sz300282|汇冠股份
sh600487|亨通光电
sz002292|奥飞动漫
sh600702|沱牌舍得
sh600790|轻纺城
sz300407|凯发电气
sh600781|辅仁药业
sh600582|天地科技
sz000905|厦门港务
sh603828|柯利达
sz300041|回天新材
sz002202|金风科技
sh600737|中粮屯河
sh600067|冠城大通
sh600563|法拉电子
sz002446|盛路通信
sz002492|恒基达鑫
sz002509|天广消防
sz002641|永高股份
sz000610|西安旅游
sz300022|吉峰农机
sh600456|宝钛股份
sh600265|ST景谷
sh600512|腾达建设
sh600476|湘邮科技
sz300021|大禹节水
sz000606|青海明胶
sh600466|蓝光发展
sz000856|冀东装备
sh600653|申华控股
sh600356|恒丰纸业
sz000901|航天科技
sh600191|华资实业
sz002568|百润股份
sh600687|刚泰控股
sh601633|长城汽车
sz000422|湖北宜化
sh601139|深圳燃气
sh600228|昌九生化
sz002416|爱施德
sz002004|华邦颖泰
sh600182|S佳通
sz300428|四通新材
sz000931|中关村
sh600552|方兴科技
sz300396|迪瑞医疗
sh600635|大众公用
sh603088|宁波精达
sz300453|三鑫医疗
sz300172|中电环保
sz002046|轴研科技
sz002417|*ST元达
sz300437|清水源
sz002229|鸿博股份
sh600361|华联综超
sh600861|北京城乡
sz000766|通化金马
sh600758|红阳能源
sz002603|以岭药业
sz000408|金谷源
sz002480|新筑股份
sz002634|棒杰股份
sh600074|保千里
sz000540|中天城投
sh600798|宁波海运
sh600072|钢构工程
sz000851|高鸿股份
sz000861|海印股份
sh600075|新疆天业
sh600527|江南高纤
sh600497|驰宏锌锗
sh600503|华丽家族
sz002461|珠江啤酒
sz300460|惠伦晶体
sh600794|保税科技
sh600416|湘电股份
sz002101|广东鸿图
sz002483|润邦股份
sz000980|金马股份
sz002388|新亚制程
sh601607|上海医药
sh600016|民生银行
sz000807|云铝股份
sz300384|三联虹普
sz002759|天际股份
sz300077|国民技术
sz002717|岭南园林
sz002017|东信和平
sz300004|南风股份
sh600439|瑞贝卡
sh603099|长白山
sh600891|秋林集团
sh600538|国发股份
sz002393|力生制药
sz300469|信息发展
sh600082|海泰发展
sh601616|广电电气
sz002076|雪莱特
sz000555|神州信息
sz300445|康斯特
sh600696|多伦股份
sh603005|晶方科技
sz002169|智光电气
sh601718|际华集团
sz002068|黑猫股份
sz002071|长城影视
sz002073|软控股份
sh600846|同济科技
sz002571|德力股份
sz000790|华神集团
sz002178|延华智能
sh600070|浙江富润
sz300459|浙江金科
sz000017|深中华Ａ
sz002116|中国海诚
sz002478|常宝股份
sz002467|二六三
sh600776|东方通信
sz002576|通达动力
sz300223|北京君正
sz300448|浩云科技
sh600230|沧州大化
sh600791|京能置业
sh600115|东方航空
sz300436|广生堂
sz002527|新时达
sz000697|炼石有色
sz300287|飞利信
sh600448|华纺股份
sz000517|荣安地产
sz002521|齐峰新材
sz002190|成飞集成
sz002056|横店东磁
sh600143|金发科技
sz000693|华泽钴镍
sh601678|滨化股份
sz002184|海得控制
sz000848|承德露露
sz000592|平潭发展
sz002405|四维图新
sh600657|信达地产
sz002115|三维通信
sz002327|富安娜
sz300385|雪浪环境
sz300175|朗源股份
sz300369|绿盟科技
sz300420|五洋科技
sz000812|陕西金叶
sz002683|宏大爆破
sz300293|蓝英装备
sh600401|*ST海润
sz002077|大港股份
sz000659|*ST中富
sz000968|煤气化
sz300359|全通教育
sz300143|星河生物
sh600028|中国石化
sh600011|华能国际
sz002067|景兴纸业
sz002120|新海股份
sz300389|艾比森
sh600222|太龙药业
sz002404|嘉欣丝绸
sh600814|杭州解百
sz000852|石化机械
sz002119|康强电子
sh600113|浙江东日
sz002713|东易日盛
sh600080|金花股份
sz300276|三丰智能
sz300075|数字政通
sz000088|盐田港
sh600192|长城电工
sz000989|九芝堂
sh600701|工大高新
sz000965|天保基建
sh600716|凤凰股份
sz000952|广济药业
sh603300|华铁科技
sh600017|日照港
sz300314|戴维医疗
sz300268|万福生科
sz002088|鲁阳股份
sz000576|广东甘化
sz002448|中原内配
sz002707|众信旅游
sz002317|众生药业
sz000683|远兴能源
sz300048|合康变频
sz002757|南兴装备
sz300059|东方财富
sz000928|中钢国际
sh600498|烽火通信
sz002727|一心堂
sh600522|中天科技
sz000637|茂化实华
sh600636|三爱富
sh600336|澳柯玛
sz002376|新北洋
sz000617|石油济柴
sz002747|埃斯顿
sz000516|国际医学
sh600677|航天通信
sh600533|栖霞建设
sh600990|四创电子
sz002059|云南旅游
sz002374|丽鹏股份
sh601117|中国化学
sh600601|方正科技
sz002163|中航三鑫
sh600540|新赛股份
sz002378|章源钨业
sz000628|高新发展
sz002666|德联集团
sz002411|九九久
sz002396|星网锐捷
sz000509|华塑控股
sz300103|达刚路机
sz000990|诚志股份
sh600423|柳化股份
sz002338|奥普光电
sz300099|尤洛卡
sz300087|荃银高科
sz300082|奥克股份
sz000803|金宇车城
sh600592|龙溪股份
sh600391|成发科技
sz002241|歌尔声学
sz300371|汇中股份
sz002676|顺威股份
sz300074|华平股份
sz000627|天茂集团
sz300052|中青宝
sz002026|山东威达
sz000983|西山煤电
sh600409|三友化工
sz000625|长安汽车
sh600588|用友网络
sz002449|国星光电
sh600881|亚泰集团
sz002391|长青股份
sz002135|东南网架
sz300391|康跃科技
sh600985|雷鸣科化
sh600096|云天化
sh601608|中信重工
sz000818|方大化工
sz000538|云南白药
sz002465|海格通信
sz300412|迦南科技
sz000560|昆百大Ａ
sh600576|万好万家
sz000859|国风塑业
sz000630|铜陵有色
sz002089|新海宜
sh600893|中航动力
sz002361|神剑股份
sh600550|保变电气
sh600970|中材国际
sh600029|南方航空
sz000669|金鸿能源
sz000785|武汉中商
sz002151|北斗星通
sz000909|数源科技
sz002609|捷顺科技
sh601258|庞大集团
sz000551|创元科技
sz002011|盾安环境
sz002427|尤夫股份
sz000822|山东海化
sh603988|中电电机
sz002670|华声股份
sz300431|暴风科技
sz002432|九安医疗
sh601996|丰林集团
sz000007|零七股份
sz002342|巨力索具
sz300432|富临精工
sz002110|三钢闽光
sh601101|昊华能源
sz300429|强力新材
sz002502|骅威股份
sh601179|中国西电
sz300030|阳普医疗
sh600362|江西铜业
sz000156|华数传媒
sh600565|迪马股份
sz002085|万丰奥威
sz300032|金龙机电
sz000850|华茂股份
sz000048|康达尔
sz300481|濮阳惠成
sh603030|全筑股份
sz300044|赛为智能
sz002375|亚厦股份
sz300029|天龙光电
sz300139|福星晓程
sz300435|中泰股份
sh600460|士兰微
sz002766|索菱股份
sh600056|中国医药
sh600789|鲁抗医药
sz300413|快乐购
sz000662|索芙特
sz300306|远方光电
sz002213|特尔佳
sh600382|广东明珠
sz002495|佳隆股份
sz300190|维尔利
sz300331|苏大维格
sh603017|园区设计
sz300250|初灵信息
sh600120|浙江东方
sz300161|华中数控
sh600346|大橡塑
sz000962|东方钽业
sh600185|格力地产
sh600705|中航资本
sz000948|南天信息
sz300259|新天科技
sz000506|中润资源
sz300273|和佳股份
sh600257|大湖股份
sz300217|东方电热
sz002440|闰土股份
sh600329|中新药业
sh603698|航天工程
sh600145|*ST新亿
sh600602|仪电电子
sh600375|华菱星马
sh603227|雪峰科技
sz000403|ST生化
sz300286|安科瑞
sz000153|丰原药业
sz000707|双环科技
sz300110|华仁药业
sz300184|力源信息
sz002174|游族网络
sz000739|普洛药业
sz300191|潜能恒信
sh601390|中国中铁
sh600251|冠农股份
sh600267|海正药业
sh603789|星光农机
sh600605|汇通能源
sh600322|天房发展
sz000759|中百集团
sh600128|弘业股份
sz000886|海南高速
sz002591|恒大高新
sz300210|森远股份
sz002585|双星新材
sz002057|中钢天源
sh600381|青海春天
sz002550|千红制药
sh600232|金鹰股份
sh600616|金枫酒业
sz002587|奥拓电子
sh600159|大龙地产
sz300327|中颖电子
sz000029|深深房Ａ
sz000796|易食股份
sh600536|中国软件
sh600570|恒生电子
sh600237|铜峰电子
sh600810|神马股份
sh600506|香梨股份
sh600543|莫高股份
sh600665|天地源
sh601798|蓝科高新
sz002090|金智科技
sh601011|宝泰隆
sh600485|信威集团
sh600227|赤天化
sh600355|精伦电子
sz300419|浩丰科技
sz000573|粤宏远Ａ
sz000584|友利控股
sh600698|湖南天雁
sz000090|天健集团
sz000069|华侨城Ａ
sz000830|鲁西化工
sh600150|中国船舶
sh600435|北方导航
sh600703|三安光电
sh600704|物产中大
sh600511|国药股份
sh600475|华光股份
sh600714|金瑞矿业
sz000612|焦作万方
sz000789|万年青
sz000783|长江证券
sz002084|海鸥卫浴
sh600085|同仁堂
sz002566|益盛药业
sz000705|浙江震元
sh600187|国中水务
sz000595|宝塔实业
sh600596|新安股份
sh600528|中铁二局
sh603108|润达医疗
sh600234|山水文化
sh600645|中源协和
sh601518|吉林高速
sh601668|中国建筑
sh600277|亿利能源
sz000066|长城电脑
sz002544|杰赛科技
sh600298|安琪酵母
sh600117|西宁特钢
sh603311|金海环境
sh600084|中葡股份
sz000409|山东地矿
sh601669|中国电建
sz300321|同大股份
sz000552|靖远煤电
sh600220|江苏阳光
sz002564|天沃科技
sz000635|英力特
sh601012|隆基股份
sh600692|亚通股份
sh600830|香溢融通
sz000564|西安民生
sh600748|上实发展
sz000518|四环生物
sz300330|华虹计通
sh600126|杭钢股份
sh600615|丰华股份
sz002613|北玻股份
sh601113|华鼎股份
sz002522|浙江众成
sz000722|湖南发展
sz300450|先导股份
sz002650|加加食品
sz002539|新都化工
sz002651|利君股份
sz002399|海普瑞
sz300086|康芝药业
sz002188|新嘉联
sz300152|燃控科技
sz000975|银泰资源
sz300130|新国都
sz002756|永兴特钢
sz300370|安控科技
sz002041|登海种业
sz000969|安泰科技
sz300253|卫宁软件
sz300006|莱美药业
sz300477|合纵科技
sh603939|益丰药房
sz300128|锦富新材
sz300095|华伍股份
sz300084|海默科技
sz002486|嘉麟杰
sz300358|楚天科技
sz002360|同德化工
sz300195|长荣股份
sh603599|广信股份
sz002132|恒星科技
sh603688|石英股份
sz300111|向日葵
sz002337|赛象科技
sz002211|宏达新材
sz300441|鲍斯股份
sz300228|富瑞特装
sz002452|长高集团
sz002181|粤传媒
sz002033|丽江旅游
sz002357|富临运业
sz300072|三聚环保
sz002606|大连电瓷
sz000932|华菱钢铁
sz300310|宜通世纪
sz002401|中海科技
sz300343|联创节能
sz300148|天舟文化
sz000910|大亚科技
sz300097|智云股份
sz300464|星徽精密
sz002476|宝莫股份
sz002365|永安药业
sz002328|新朋股份
sh603636|南威软件
sz300248|新开普
sz300264|佳创视讯
sz300340|科恒股份
sz300455|康拓红外
sz002725|跃岭股份
sz002106|莱宝高科
sz300473|德尔股份
sz002355|兴民钢圈
sz000885|同力水泥
sz002027|七喜控股
sz002295|精艺股份
sz002716|金贵银业
sh600189|吉林森工
sz002734|利民股份
sz000650|仁和药业
sh600378|天科股份
sh603011|合锻股份
sz002750|龙津药业
sz002769|普路通
sz300290|荣科科技
sh600477|杭萧钢构
sz000955|欣龙控股
sz300302|同有科技
sz002616|长青集团
sh600482|风帆股份
sh600020|中原高速
sh601198|东兴证券
sz300183|东软载波
sh600057|象屿股份
sz000911|南宁糖业
sz300185|通裕重工
sz300303|聚飞光电
sz002022|科华生物
sz002684|猛狮科技
sh600327|大东方
sh600558|大西洋
sh600292|中电远达
sh600606|金丰投资
sh600200|江苏吴中
sh603015|弘讯科技
sz300018|中元华电
sz002233|塔牌集团
sh603997|继峰股份
sz300275|梅安森
sz002219|恒康医疗
sh600275|武昌鱼
sz000150|宜华健康
sz000685|中山公用
sh601727|上海电气
sh600633|浙报传媒
sz300007|汉威电子
sh600393|东华实业
sh600481|双良节能
sz002649|博彦科技
sz300144|宋城演艺
sz002617|露笑科技
sh600388|龙净环保
sh600350|山东高速
sh600216|浙江医药
sz300304|云意电气
sh603889|新澳股份
sh600406|国电南瑞
sz002729|好利来
sz002288|超华科技
sh603020|爱普股份
sz002212|南洋股份
sz300475|聚隆科技
sh603519|立霸股份
sz002245|澳洋顺昌
sz002740|爱迪尔
sz000788|北大医药
sz300211|亿通科技
sh600127|金健米业
sz002296|辉煌科技
sz300079|数码视讯
sz000416|民生控股
sz000426|兴业矿业
sz002072|凯瑞德
sz002166|莱茵生物
sh600459|贵研铂业
sz000819|岳阳兴长
sh600461|洪城水业
sh600060|海信电器
sz300357|我武生物
sz000415|渤海租赁
sz002340|格林美
sh600859|王府井
sz002408|齐翔腾达
sz002541|鸿路钢构
sz002107|沃华医药
sh601186|中国铁建
sz300039|上海凯宝
sz002447|壹桥海参
sz002298|鑫龙电器
sz300037|新宙邦
sz000546|金圆股份
sz000557|*ST广夏
sh601003|柳钢股份
sh600784|鲁银投资
sh603328|依顿电子
sz002145|中核钛白
sz300410|正业科技
sh601899|紫金矿业
sz300236|上海新阳
sh600073|上海梅林
sz002096|南岭民爆
sz000858|五粮液
sz002250|联化科技
sz002152|广电运通
sz002244|滨江集团
sh601991|大唐发电
sz002435|长江润发
sz000869|张裕Ａ
sz002345|潮宏基
sh601519|大智慧
sz002559|亚威股份
sz002144|宏达高科
sh600756|浪潮软件
sz300057|万顺股份
sh601901|方正证券
sz000410|沈阳机床
sz000589|黔轮胎Ａ
sz002529|海源机械
sz002198|嘉应制药
sz300375|鹏翎股份
sz002136|安纳达
sz002122|天马股份
sh600137|浪莎股份
sz000544|中原环保
sz300058|蓝色光标
sz000982|中银绒业
sz000530|大冷股份
sz002148|北纬通信
sz000981|银亿股份
sz000166|申万宏源
sz000651|格力电器
sh601016|节能风电
sz002064|华峰氨纶
sh600310|桂东电力
sh603021|山东华鹏
sh601929|吉视传媒
sz002069|獐子岛
sz300080|新大新材
sz002644|佛慈制药
sz002555|顺荣三七
sz002428|云南锗业
sz300012|华测检测
sh603111|康尼机电
sh600335|国机汽车
sz002030|达安基因
sz002772|众兴菌业
sz002538|司尔特
sh600862|南通科技
sh601689|拓普集团
sz002146|荣盛发展
sh600787|中储股份
sh601015|陕西黑猫
sz002398|建研集团
sh600831|广电网络
sh600863|内蒙华电
sz002118|紫鑫药业
sz002581|万昌科技
sz002204|大连重工
sz002421|达实智能
sh600496|精工钢构
sz000528|柳工
sh600608|*ST沪科
sz002240|威华股份
sz002473|圣莱达
sh600348|阳泉煤业
sz002100|天康生物
sz300056|三维丝
sh600871|石化油服
sz000709|河北钢铁
sz300109|新开源
sh600978|宜华木业
sh600583|海油工程
sz002150|通润装备
sz000545|金浦钛业
sz002210|飞马国际
sz002320|海峡股份
sz000038|深大通
sz002514|宝馨科技
sh601188|龙江交通
sz300171|东富龙
sz002164|宁波东力
sh600579|天华院
sh600518|康美药业
sz002494|华斯股份
sh600969|郴电国际
sz000502|绿景控股
sh600747|大连控股
sz002248|华东数控
sz002526|山东矿机
sz002657|中科金财
sz000631|顺发恒业
sz002489|浙江永强
sz300312|邦讯技术
sz002736|国信证券
sh600157|永泰能源
sz002255|海陆重工
sh603568|伟明环保
sh603969|银龙股份
sz000816|智慧农业
sz300220|金运激光
sh600770|综艺股份
sh600578|京能电力
sz002741|光华科技
sz000638|万方发展
sz000903|云内动力
sh600569|安阳钢铁
sz300182|捷成股份
sz000887|中鼎股份
sz000539|粤电力Ａ
sz300278|华昌达
sh600139|西部资源
sz300230|永利带业
sz002491|通鼎互联
sz002482|广田股份
sz300386|飞天诚信
sz002737|葵花药业
sh600171|上海贝岭
sh603567|珍宝岛
sz300035|中科电气
sh600209|罗顿发展
sz000813|天山纺织
sz300334|津膜科技
sh600403|大有能源
sz300244|迪安诊断
sh600405|动力源
sz000751|锌业股份
sz000012|南玻Ａ
sh600161|天坛生物
sz002282|博深工具
sh600039|四川路桥
sh600551|时代出版
sh603518|维格娜丝
sh603000|人民网
sh600694|大商股份
sh600037|歌华有线
sz300042|朗科科技
sz300020|银江股份
sz000748|长城信息
sz002247|帝龙新材
sz002303|美盈森
sz000837|秦川机床
sz300227|光韵达
sh600243|青海华鼎
sz002624|完美环球
sh600666|西南药业
sz000667|美好集团
sz300073|当升科技
sh600156|华升股份
sz002333|罗普斯金
sz002280|联络互动
sz300458|全志科技
sz000656|金科股份
sz300415|伊之密
sz002728|台城制药
sz002414|高德红外
sz002226|江南化工
sz002422|科伦药业
sh600581|八一钢铁
sz300350|华鹏飞
sz000633|合金投资
sh600505|西昌电力
sz002215|诺普信
sh601021|春秋航空
sz300404|博济医药
sz000758|中色股份
sh600531|豫光金铅
sh603026|石大胜华
sh600089|特变电工
sh603699|纽威股份
sz000698|沈阳化工
sh600979|广安爱众
sh601028|玉龙股份
sz002718|友邦吊顶
sz000407|胜利股份
sh600281|太化股份
sz002263|大东南
sz002232|启明信息
sh600805|悦达投资
sz002001|新和成
sz300159|新研股份
sh603315|福鞍股份
sz000927|*ST夏利
sh600010|包钢股份
sh600231|凌钢股份
sz002289|宇顺电子
sh600221|海南航空
sh601989|中国重工
sh600027|华电国际
sh601088|中国神华
sz000960|锡业股份
sh600019|宝钢股份
sz002313|日海通讯
sz000708|大冶特钢
sh600168|武汉控股
sh600853|龙建股份
sz002217|合力泰
sz002252|上海莱士
sz002699|美盛文化
sz002647|宏磊股份
sh600828|成商集团
sz300271|华宇软件
sh600559|老白干酒
sz300269|联建光电
sz002443|金洲管道
sh600796|钱江生化
sz300388|国祯环保
sh603998|方盛制药
sz000043|中航地产
sz002254|泰和新材
sh600841|上柴股份
sz002775|文科园林
sz002663|普邦园林
sz002356|浩宁达
sz300387|富邦股份
sz000536|华映科技
sz300333|兆日科技
sz300378|鼎捷软件
sz300205|天喻信息
sh600764|中电广通
sz002284|亚太股份
sz002381|双箭股份
sz300177|中海达
sh600886|国投电力
sh600307|酒钢宏兴
sh600022|山东钢铁
sz300178|腾邦国际
sz002485|希努尔
sh600887|伊利股份
sh600383|金地集团
sz000056|深国商
sh600780|通宝能源
sz300105|龙源技术
sh600130|波导股份
sz000820|金城股份
sz300376|易事特
sz000720|新能泰山
sz000793|华闻传媒
sh600966|博汇纸业
sh600707|彩虹股份
sz300324|旋极信息
sz000031|中粮地产
sh600895|张江高科
sz002028|思源电气
sh600642|申能股份
sz300377|赢时胜
sz002377|国创高新
sh603611|诺力股份
sz300470|日机密封
sz002334|英威腾
sz000503|海虹控股
sh601579|会稽山
sz000011|深物业Ａ
sz002721|金一文化
sz000581|威孚高科
sz000898|鞍钢股份
sz000553|沙隆达Ａ
sh600750|江中药业
sz000791|甘肃电投
sz000039|中集集团
sh600151|航天机电
sz000040|宝安地产
sz300279|和晶科技
sz002373|千方科技
sz300317|珈伟股份
sz002714|牧原股份
sz300288|朗玛信息
sz002103|广博股份
sz002409|雅克科技
sh600783|鲁信创投
sz002031|巨轮股份
sh603018|设计股份
sh600833|第一医药
sz002406|远东传动
sh600868|梅雁吉祥
sz300295|三六五网
sz002739|万达院线
sh600801|华新水泥
sh601789|宁波建工
sz002112|三变科技
sz002438|江苏神通
sz300165|天瑞仪器
sh603169|兰石重装
sz300016|北陆药业
sh600386|北巴传媒
sh601777|力帆股份
sz002170|芭田股份
sz002237|恒邦股份
sh600549|厦门钨业
sh600354|敦煌种业
sz000970|中科三环
sz300234|开尔新材
sz002451|摩恩电气
sh600397|安源煤业
sz300045|华力创通
sh600158|中体产业
sh601218|吉鑫科技
sz000731|四川美丰
sz000619|海螺型材
sh600638|新黄浦
sz002598|山东章鼓
sh600390|金瑞科技
sz000678|襄阳轴承
sz300397|天和防务
sh600408|*ST安泰
sz300309|吉艾科技
sh601808|中海油服
sh600433|冠豪高新
sh600724|宁波富达
sh600640|号百控股
sh600546|山煤国际
sh600691|*ST阳化
sh600486|扬农化工
sz000725|京东方Ａ
sz000756|新华制药
sz000665|湖北广电
sz002061|江山化工
sz002044|江苏三友
sz002235|安妮股份
sz000534|万泽股份
sh601006|大秦铁路
sh601600|中国铝业
sh601636|旗滨集团
sz002498|汉缆股份
sh600617|国新能源
sh600365|通葡股份
sz300149|量子高科
sh600036|招商银行
sz000673|当代东方
sh600225|天津松江
sz002767|先锋电子
sz000727|华东科技
sh600821|津劝业
sh600495|晋西车轴
sz300179|四方达
sh600422|昆药集团
sz300204|舒泰神
sz300409|道氏技术
sh601168|西部矿业
sz000713|丰乐种业
sz300170|汉得信息
sz300088|长信科技
sz300439|美康生物
sh600320|振华重工
sz002474|榕基软件
sh600321|国栋建设
sz300076|GQY视讯
sz000425|徐工机械
sz300337|银邦股份
sz300367|东方网力
sz300156|神雾环保
sz002117|东港股份
sh600050|中国联通
sz002062|宏润建设
sz300166|东方国信
sz002471|中超电缆
sh600122|宏图高科
sz000151|中成股份
sz002060|粤水电
sz002167|东方锆业
sh600239|云南城投
sz002611|东方精工
sz002660|茂硕电源
sh600008|首创股份
sz300155|安居宝
sz000862|银星能源
sz000993|闽东电力
sz300382|斯莱克
sz300402|宝色股份
sh600103|青山纸业
sz002463|沪电股份
sz000692|惠天热电
sh601107|四川成渝
sz300046|台基股份
sh600123|兰花科创
sh601225|陕西煤业
sz300198|纳川股份
sz300345|红宇新材
sh600446|金证股份
sz300164|通源石油
sz000100|TCL集团
sh600352|浙江龙盛
sz300392|腾信股份
sz002384|东山精密
sz300064|豫金刚石
sz000711|*ST京蓝
sh600071|*ST光学
sz002413|常发股份
sz300347|泰格医药
sz300180|华峰超纤
sz300319|麦捷科技
sh600663|陆家嘴
sh601933|永辉超市
sz002094|青岛金王
sz002386|天原集团
sh600135|乐凯胶片
sz300069|金利华电
sh600774|汉商集团
sz002621|大连三垒
sz002743|富煌钢构
sz000826|桑德环境
sh600639|浦东金桥
sz002366|丹甫股份
sh600199|金种子酒
sz002738|中矿资源
sh603223|恒通股份
sz000616|海航投资
sh603566|普莱柯
sh600634|中技控股
sz300005|探路者
sh603199|九华旅游
sh600033|福建高速
sh601898|中煤能源
sh600483|福能股份
sh600491|龙元建设
sh600489|中金黄金
sz300267|尔康制药
sz000761|本钢板材
sh600612|老凤祥
sh603308|应流股份
sz300422|博世科
sz000657|中钨高新
sz002515|金字火腿
sh601969|海南矿业
sh600196|复星医药
sz000060|中金岭南
sh600111|北方稀土
sh600839|四川长虹
sh600068|葛洲坝
sh600112|天成控股
sh600815|厦工股份
sh600800|天津磁卡
sz300201|海伦哲
sh600268|国电南自
sh603318|派思股份
sz300129|泰胜风能
sh600731|湖南海利
sh600395|盘江股份
sz300132|青松股份
sz300089|长城集团
sz000937|冀中能源
sh600516|方大炭素
sh600106|重庆路桥
sh600005|武钢股份
sh600006|东风汽车
sh603600|永艺股份
sz000893|东凌粮油
sh601988|中国银行
sz002003|伟星股份
sz300353|东土科技
sh601985|中国核电
sz300136|信维通信
sh600195|中牧股份
sz002228|合兴包装
sz002014|永新股份
sh600188|兖州煤业
sz002653|海思科
sz300011|鼎汉技术
sz300472|新元科技
sz002510|天汽模
sz000016|深康佳Ａ
sh603808|歌力思
sz300181|佐力药业
sz002586|围海股份
sz300163|先锋新材
sz002272|川润股份
sz002726|龙大肉食
sz002556|辉隆股份
sz002533|金杯电工
sz300471|厚普股份
sz002048|宁波华翔
sz000829|天音控股
sz300013|新宁物流
sh600255|鑫科材料
sz002711|欧浦钢网
sz300281|金明精机
sh600675|中华企业
sz000563|陕国投Ａ
sz002742|三圣特材
sz000607|华媒控股
sh600206|有研新材
sz002269|美邦服饰
sz002731|萃华珠宝
sz300380|安硕信息
sh600076|青鸟华光
sh603012|创力集团
sz000401|冀东水泥
sz000825|太钢不锈
sh603589|口子窖
sz000998|隆平高科
sh600671|天目药业
sh600988|赤峰黄金
sh601628|中国人寿
sz002589|瑞康医药
sh600681|万鸿集团
sh600860|京城股份
sz000939|凯迪电力
sz000883|湖北能源
sz000611|*ST蒙发
sh600160|巨化股份
sz000836|鑫茂科技
sz000915|山大华特
sz300140|启源装备
sh603077|和邦股份
sh601368|绿城水务
sh600339|天利高新
sh603126|中材节能
sz000723|美锦能源
sz300405|科隆精化
sz002023|海特高新
sz002760|凤形股份
sz300150|世纪瑞尔
sh600202|哈空调
sh600312|平高电气
sh600081|东风科技
sz300147|香雪制药
sz002372|伟星新材
sh600530|交大昂立
sz000301|东方市场
sz002459|天业通联
sz000777|中核科技
sh603818|曲美股份
sz002410|广联达
sh600291|西水股份
sz002138|顺络电子
sz002516|江苏旷达
sh600630|龙头股份
sz300034|钢研高纳
sz300307|慈星股份
sz000913|钱江摩托
sz300098|高新兴
sz002155|湖南黄金
sh600755|厦门国贸
sz300126|锐奇股份
sh603116|红蜻蜓
sh600959|江苏有线
sz000099|中信海直
sz300002|神州泰岳
sh600169|太原重工
sh600749|西藏旅游
sz002092|中泰化学
sh600031|三一重工
sh600193|创兴资源
sh600735|新华锦
sz002330|得利斯
sz300028|金亚科技
sh600613|神奇制药
sz000681|视觉中国
sh601766|中国中车
sh601888|中国国旅
sz002224|三力士
sz002052|同洲电子
sz002477|雏鹰农牧
sz000799|*ST酒鬼
sz000613|大东海Ａ
sh600986|科达股份
sz300226|上海钢联
sz000753|漳州发展
sz000510|*ST金路
sz002321|华英农业
sz300017|网宿科技
sh600876|洛阳玻璃
sz300400|劲拓股份
sz002161|远望谷
sh600668|尖峰集团
sh601918|国投新集
sz002133|广宇集团
sz002199|东晶电子
sh600449|宁夏建材
sz002638|勤上光电
sz000511|烯碳新材
sh600890|中房股份
sz300383|光环新网
sz002592|八菱科技
sh603989|艾华集团
sz300251|光线传媒
sz002607|亚夏汽车
sh600654|中安消
sh600547|山东黄金
sz000786|北新建材
sz002636|金安国纪
sz300238|冠昊生物
sh600121|郑州煤电
sz300323|华灿光电
sz300366|创意信息
sz002350|北京科锐
sz002274|华昌化工
sz002424|贵州百灵
sh600333|长春燃气
sz002715|登云股份
sz300225|金力泰
sz000897|津滨发展
sz300372|欣泰电气
sh600215|长春经开
sz000778|新兴铸管
sz000735|罗牛山
sz300360|炬华科技
sh600808|马钢股份
sh600963|岳阳林纸
sz002207|准油股份
sh600095|哈高科
sz000933|神火股份
sz000782|美达股份
sz000875|吉电股份
sz002318|久立特材
sh603686|龙马环卫
sz300263|隆华节能
sz002719|麦趣尔
sz300354|东华测试
sz002675|东诚药业
sz000639|西王食品
sh600745|中茵股份
sz000022|深赤湾Ａ
sh600767|运盛医疗
sz002442|龙星化工
sh601857|中国石油
sz002358|森源电气
sh600425|青松建化
sz002214|大立科技
sz300425|环能科技
sz002753|永东股份
sz300274|阳光电源
sz300434|金石东方
sz000005|世纪星源
sz002748|世龙实业
sz002312|三泰控股
sz002319|乐通股份
sz000923|河北宣工
sz300406|九强生物
sz000780|平庄能源
sh601666|平煤股份
sz000760|斯太尔
sh600620|天宸股份
sh600021|上海电力
sz002755|东方新星
sh600598|北大荒
sz002654|万润科技
sh600018|上港集团
sz002645|华宏科技
sh600662|强生控股
sz002735|王子新材
sh600648|外高桥
sz002642|荣之联
sh601311|骆驼股份
sh600917|重庆燃气
sz300442|普丽盛
sh600720|祁连山
sz300151|昌红科技
sz002270|法因数控
sz300107|建新股份
sz300338|开元仪器
sz000036|华联控股
sh600740|山西焦化
sz000710|天兴仪表
sh601558|华锐风电
sz300135|宝利国际
sz002582|好想你
sz002387|黑牛食品
sz000979|中弘股份
sh600141|兴发集团
sz002265|西仪股份
sh600306|商业城
sh600710|*ST常林
sh600795|国电电力
sz000957|中通客车
sz002547|春兴精工
sz300316|晶盛机电
sz000806|银河投资
sh600153|建发股份
sz002109|兴化股份
sz300094|国联水产
sh600824|益民集团
sh600262|北方股份
sz300096|易联众
sh600138|中青旅
sz002479|富春环保
sz300071|华谊嘉信
sz002102|冠福股份
sz300157|恒泰艾普
sh600827|百联股份
