name|code|mess_score_yesterday|mess_score_today|mess_score_change|mess_score_max_40d|mess_score_min_40d
<a target="_blank" href="/Chart.php?code=sz002077"><span class="fore-stock-name">大港股份</span><span class="fore-stock-spell displaynone">002077DGGF</span></a>|<span class="fore-stock-code">sz002077</span>|5.6|5.7|0.1|5.8|4.8
<a target="_blank" href="/Chart.php?code=sz002079"><span class="fore-stock-name">苏州固锝</span><span class="fore-stock-spell displaynone">002079SZGD</span></a>|<span class="fore-stock-code">sz002079</span>|6.8|7.1|0.3|9|4
<a target="_blank" href="/Chart.php?code=sz002086"><span class="fore-stock-name">东方海洋</span><span class="fore-stock-spell displaynone">002086DFHY</span></a>|<span class="fore-stock-code">sz002086</span>|5.8|5.9|0.1|7.1|5.8
<a target="_blank" href="/Chart.php?code=sz002090"><span class="fore-stock-name">金智科技</span><span class="fore-stock-spell displaynone">002090JZKJ</span></a>|<span class="fore-stock-code">sz002090</span>|5.6|5.7|0.1|5.7|4.9
<a target="_blank" href="/Chart.php?code=sz002093"><span class="fore-stock-name">国脉科技</span><span class="fore-stock-spell displaynone">002093GMKJ</span></a>|<span class="fore-stock-code">sz002093</span>|6.7|7|0.3|8.8|5.5
<a target="_blank" href="/Chart.php?code=sz002097"><span class="fore-stock-name">山河智能</span><span class="fore-stock-spell displaynone">002097SHZN</span></a>|<span class="fore-stock-code">sz002097</span>|5.8|5.9|0.1|7.5|5
<a target="_blank" href="/Chart.php?code=sz002098"><span class="fore-stock-name">浔兴股份</span><span class="fore-stock-spell displaynone">002098XXGF</span></a>|<span class="fore-stock-code">sz002098</span>|6|6.1|0.1|7.9|5.5
<a target="_blank" href="/Chart.php?code=sz002102"><span class="fore-stock-name">冠福股份</span><span class="fore-stock-spell displaynone">002102GFGF</span></a>|<span class="fore-stock-code">sz002102</span>|5.7|5.8|0.1|7.6|5.5
<a target="_blank" href="/Chart.php?code=sz002107"><span class="fore-stock-name">沃华医药</span><span class="fore-stock-spell displaynone">002107WHYY</span></a>|<span class="fore-stock-code">sz002107</span>|4.7|4.8|0.1|5.6|4.7
<a target="_blank" href="/Chart.php?code=sz002112"><span class="fore-stock-name">三变科技</span><span class="fore-stock-spell displaynone">002112SBKJ</span></a>|<span class="fore-stock-code">sz002112</span>|6.7|6.8|0.1|6.8|2.9
<a target="_blank" href="/Chart.php?code=sz002119"><span class="fore-stock-name">康强电子</span><span class="fore-stock-spell displaynone">002119KQDZ</span></a>|<span class="fore-stock-code">sz002119</span>|5.9|6.2|0.3|7.2|5.5
<a target="_blank" href="/Chart.php?code=sz002120"><span class="fore-stock-name">新海股份</span><span class="fore-stock-spell displaynone">002120XHGF</span></a>|<span class="fore-stock-code">sz002120</span>|7.1|7.3|0.2|7.4|4.9
<a target="_blank" href="/Chart.php?code=sz002123"><span class="fore-stock-name">荣信股份</span><span class="fore-stock-spell displaynone">002123RXGF</span></a>|<span class="fore-stock-code">sz002123</span>|6.3|6.6|0.3|8.7|5.5
<a target="_blank" href="/Chart.php?code=sz002135"><span class="fore-stock-name">东南网架</span><span class="fore-stock-spell displaynone">002135DNWJ</span></a>|<span class="fore-stock-code">sz002135</span>|5.7|5.9|0.2|6.6|5.5
<a target="_blank" href="/Chart.php?code=sz002138"><span class="fore-stock-name">顺络电子</span><span class="fore-stock-spell displaynone">002138SLDZ</span></a>|<span class="fore-stock-code">sz002138</span>|5.6|5.8|0.2|7.7|5.6
<a target="_blank" href="/Chart.php?code=sz002145"><span class="fore-stock-name">中核钛白</span><span class="fore-stock-spell displaynone">002145ZHTB</span></a>|<span class="fore-stock-code">sz002145</span>|5.6|5.7|0.1|6.3|3.7
<a target="_blank" href="/Chart.php?code=sz002148"><span class="fore-stock-name">北纬通信</span><span class="fore-stock-spell displaynone">002148BWTX</span></a>|<span class="fore-stock-code">sz002148</span>|5.9|6.2|0.3|6.6|4.6
<a target="_blank" href="/Chart.php?code=sz002153"><span class="fore-stock-name">石基信息</span><span class="fore-stock-spell displaynone">002153SJXX</span></a>|<span class="fore-stock-code">sz002153</span>|5.7|5.9|0.2|7.4|5.5
<a target="_blank" href="/Chart.php?code=sz002158"><span class="fore-stock-name">汉钟精机</span><span class="fore-stock-spell displaynone">002158HZJJ</span></a>|<span class="fore-stock-code">sz002158</span>|5.9|6.1|0.2|6.4|5.6
<a target="_blank" href="/Chart.php?code=sz002163"><span class="fore-stock-name">中航三鑫</span><span class="fore-stock-spell displaynone">002163ZHSX</span></a>|<span class="fore-stock-code">sz002163</span>|5.8|5.9|0.1|7.3|5.5
<a target="_blank" href="/Chart.php?code=sz002168"><span class="fore-stock-name">深圳惠程</span><span class="fore-stock-spell displaynone">002168SCHC</span></a>|<span class="fore-stock-code">sz002168</span>|5.3|5.4|0.1|5.5|3.7
<a target="_blank" href="/Chart.php?code=sz002170"><span class="fore-stock-name">芭田股份</span><span class="fore-stock-spell displaynone">002170BTGF</span></a>|<span class="fore-stock-code">sz002170</span>|6.7|7.1|0.4|7.1|5.5
<a target="_blank" href="/Chart.php?code=sz002172"><span class="fore-stock-name">澳洋科技</span><span class="fore-stock-spell displaynone">002172AYKJ</span></a>|<span class="fore-stock-code">sz002172</span>|6.6|6.8|0.2|6.8|5.6
<a target="_blank" href="/Chart.php?code=sz002178"><span class="fore-stock-name">延华智能</span><span class="fore-stock-spell displaynone">002178YHZN</span></a>|<span class="fore-stock-code">sz002178</span>|5.6|5.9|0.3|8.4|5.6
<a target="_blank" href="/Chart.php?code=sz002179"><span class="fore-stock-name">中航光电</span><span class="fore-stock-spell displaynone">002179ZHGD</span></a>|<span class="fore-stock-code">sz002179</span>|5.7|5.9|0.2|9.1|5
<a target="_blank" href="/Chart.php?code=sz002183"><span class="fore-stock-name">怡亚通</span><span class="fore-stock-spell displaynone">002183YYT</span></a>|<span class="fore-stock-code">sz002183</span>|5.6|5.7|0.1|6.2|5.6
<a target="_blank" href="/Chart.php?code=sz002187"><span class="fore-stock-name">广百股份</span><span class="fore-stock-spell displaynone">002187GBGF</span></a>|<span class="fore-stock-code">sz002187</span>|5.5|5.8|0.3|6.1|4.4
<a target="_blank" href="/Chart.php?code=sz002193"><span class="fore-stock-name">山东如意</span><span class="fore-stock-spell displaynone">002193SDRY</span></a>|<span class="fore-stock-code">sz002193</span>|6.2|6.3|0.1|6.6|5.5
<a target="_blank" href="/Chart.php?code=sz002195"><span class="fore-stock-name">二三四五</span><span class="fore-stock-spell displaynone">002195ESSW</span></a>|<span class="fore-stock-code">sz002195</span>|5.7|5.8|0.1|6.8|5.5
<a target="_blank" href="/Chart.php?code=sz002201"><span class="fore-stock-name">九鼎新材</span><span class="fore-stock-spell displaynone">002201JDXC</span></a>|<span class="fore-stock-code">sz002201</span>|5.2|5.3|0.1|6.8|5.2
<a target="_blank" href="/Chart.php?code=sz002203"><span class="fore-stock-name">海亮股份</span><span class="fore-stock-spell displaynone">002203HLGF</span></a>|<span class="fore-stock-code">sz002203</span>|6.1|6.2|0.1|7|5.5
<a target="_blank" href="/Chart.php?code=sz002206"><span class="fore-stock-name">海利得</span><span class="fore-stock-spell displaynone">002206HLD</span></a>|<span class="fore-stock-code">sz002206</span>|5.8|6.1|0.3|6.8|5.7
<a target="_blank" href="/Chart.php?code=sz002211"><span class="fore-stock-name">宏达新材</span><span class="fore-stock-spell displaynone">002211HDXC</span></a>|<span class="fore-stock-code">sz002211</span>|5.6|5.8|0.2|6|4.1
<a target="_blank" href="/Chart.php?code=sz002212"><span class="fore-stock-name">南洋股份</span><span class="fore-stock-spell displaynone">002212NYGF</span></a>|<span class="fore-stock-code">sz002212</span>|6|6.2|0.2|7.7|5
<a target="_blank" href="/Chart.php?code=sz002216"><span class="fore-stock-name">三全食品</span><span class="fore-stock-spell displaynone">002216SQSP</span></a>|<span class="fore-stock-code">sz002216</span>|6.1|6.4|0.3|7.2|1.1
<a target="_blank" href="/Chart.php?code=sz002217"><span class="fore-stock-name">合力泰</span><span class="fore-stock-spell displaynone">002217HLT</span></a>|<span class="fore-stock-code">sz002217</span>|5.8|5.9|0.1|7.6|5.7
<a target="_blank" href="/Chart.php?code=sz002218"><span class="fore-stock-name">拓日新能</span><span class="fore-stock-spell displaynone">002218TRXN</span></a>|<span class="fore-stock-code">sz002218</span>|6.6|7.2|0.6|8.3|5.5
<a target="_blank" href="/Chart.php?code=sz002220"><span class="fore-stock-name">天宝股份</span><span class="fore-stock-spell displaynone">002220TBGF</span></a>|<span class="fore-stock-code">sz002220</span>|6|6.3|0.3|7.1|5.5
<a target="_blank" href="/Chart.php?code=sz002221"><span class="fore-stock-name">东华能源</span><span class="fore-stock-spell displaynone">002221DHNY</span></a>|<span class="fore-stock-code">sz002221</span>|6.5|6.9|0.4|8.2|5.7
<a target="_blank" href="/Chart.php?code=sz002225"><span class="fore-stock-name">濮耐股份</span><span class="fore-stock-spell displaynone">002225PNGF</span></a>|<span class="fore-stock-code">sz002225</span>|5.1|5.2|0.1|5.5|5
<a target="_blank" href="/Chart.php?code=sz002231"><span class="fore-stock-name">奥维通信</span><span class="fore-stock-spell displaynone">002231AWTX</span></a>|<span class="fore-stock-code">sz002231</span>|5|5.2|0.2|5.8|1.6
<a target="_blank" href="/Chart.php?code=sz002234"><span class="fore-stock-name">民和股份</span><span class="fore-stock-spell displaynone">002234MHGF</span></a>|<span class="fore-stock-code">sz002234</span>|5.9|6|0.1|7|3.8
<a target="_blank" href="/Chart.php?code=sz002239"><span class="fore-stock-name">金飞达</span><span class="fore-stock-spell displaynone">002239JFD</span></a>|<span class="fore-stock-code">sz002239</span>|5.8|5.9|0.1|8.4|5.7
<a target="_blank" href="/Chart.php?code=sz002240"><span class="fore-stock-name">威华股份</span><span class="fore-stock-spell displaynone">002240WHGF</span></a>|<span class="fore-stock-code">sz002240</span>|4.8|4.9|0.1|5.3|4.1
<a target="_blank" href="/Chart.php?code=sz002245"><span class="fore-stock-name">澳洋顺昌</span><span class="fore-stock-spell displaynone">002245AYSC</span></a>|<span class="fore-stock-code">sz002245</span>|5.3|5.4|0.1|5.7|4.9
<a target="_blank" href="/Chart.php?code=sz002249"><span class="fore-stock-name">大洋电机</span><span class="fore-stock-spell displaynone">002249DYDJ</span></a>|<span class="fore-stock-code">sz002249</span>|6|6.2|0.2|7.3|5.6
<a target="_blank" href="/Chart.php?code=sz002251"><span class="fore-stock-name">步步高</span><span class="fore-stock-spell displaynone">002251BBG</span></a>|<span class="fore-stock-code">sz002251</span>|5.2|5.3|0.1|5.9|4.6
<a target="_blank" href="/Chart.php?code=sz002255"><span class="fore-stock-name">海陆重工</span><span class="fore-stock-spell displaynone">002255HLZG</span></a>|<span class="fore-stock-code">sz002255</span>|5|5.1|0.1|6.6|4.2
<a target="_blank" href="/Chart.php?code=sz002256"><span class="fore-stock-name">彩虹精化</span><span class="fore-stock-spell displaynone">002256CHJH</span></a>|<span class="fore-stock-code">sz002256</span>|5.8|5.9|0.1|8.3|5.6
<a target="_blank" href="/Chart.php?code=sz002260"><span class="fore-stock-name">德奥通航</span><span class="fore-stock-spell displaynone">002260DATH</span></a>|<span class="fore-stock-code">sz002260</span>|4.3|4.8|0.5|5.9|3.5
<a target="_blank" href="/Chart.php?code=sz002268"><span class="fore-stock-name">卫士通</span><span class="fore-stock-spell displaynone">002268WST</span></a>|<span class="fore-stock-code">sz002268</span>|5.3|5.6|0.3|5.6|3.9
<a target="_blank" href="/Chart.php?code=sz002269"><span class="fore-stock-name">美邦服饰</span><span class="fore-stock-spell displaynone">002269MBFS</span></a>|<span class="fore-stock-code">sz002269</span>|5.8|5.9|0.1|6.6|5
<a target="_blank" href="/Chart.php?code=sz002278"><span class="fore-stock-name">神开股份</span><span class="fore-stock-spell displaynone">002278SKGF</span></a>|<span class="fore-stock-code">sz002278</span>|5.2|5.3|0.1|5.4|3.6
<a target="_blank" href="/Chart.php?code=sz002279"><span class="fore-stock-name">久其软件</span><span class="fore-stock-spell displaynone">002279JQRJ</span></a>|<span class="fore-stock-code">sz002279</span>|5.9|6|0.1|7.3|5.6
<a target="_blank" href="/Chart.php?code=sz002287"><span class="fore-stock-name">奇正藏药</span><span class="fore-stock-spell displaynone">002287QZCY</span></a>|<span class="fore-stock-code">sz002287</span>|6|6.1|0.1|6.6|5.5
<a target="_blank" href="/Chart.php?code=sz002297"><span class="fore-stock-name">博云新材</span><span class="fore-stock-spell displaynone">002297BYXC</span></a>|<span class="fore-stock-code">sz002297</span>|5.8|5.9|0.1|6.7|4.4
<a target="_blank" href="/Chart.php?code=sz002304"><span class="fore-stock-name">洋河股份</span><span class="fore-stock-spell displaynone">002304YHGF</span></a>|<span class="fore-stock-code">sz002304</span>|6.2|6.4|0.2|6.4|5.5
<a target="_blank" href="/Chart.php?code=sz002306"><span class="fore-stock-name">*ST云网</span><span class="fore-stock-spell displaynone">002306STYW</span></a>|<span class="fore-stock-code">sz002306</span>|5.1|5.7|0.6|7.4|5.1
<a target="_blank" href="/Chart.php?code=sz002309"><span class="fore-stock-name">中利科技</span><span class="fore-stock-spell displaynone">002309ZLKJ</span></a>|<span class="fore-stock-code">sz002309</span>|5.7|5.9|0.2|7.1|5.6
<a target="_blank" href="/Chart.php?code=sz002318"><span class="fore-stock-name">久立特材</span><span class="fore-stock-spell displaynone">002318JLTC</span></a>|<span class="fore-stock-code">sz002318</span>|5.7|5.9|0.2|5.9|4.4
<a target="_blank" href="/Chart.php?code=sz002321"><span class="fore-stock-name">华英农业</span><span class="fore-stock-spell displaynone">002321HYNY</span></a>|<span class="fore-stock-code">sz002321</span>|6.1|6.2|0.1|6.9|5.8
<a target="_blank" href="/Chart.php?code=sz002322"><span class="fore-stock-name">理工监测</span><span class="fore-stock-spell displaynone">002322LGJC</span></a>|<span class="fore-stock-code">sz002322</span>|6.4|6.8|0.4|7.7|5.7
<a target="_blank" href="/Chart.php?code=sz002323"><span class="fore-stock-name">中联电气</span><span class="fore-stock-spell displaynone">002323ZLDQ</span></a>|<span class="fore-stock-code">sz002323</span>|5.9|6|0.1|7.7|5.5
<a target="_blank" href="/Chart.php?code=sz002327"><span class="fore-stock-name">富安娜</span><span class="fore-stock-spell displaynone">002327FAN</span></a>|<span class="fore-stock-code">sz002327</span>|5.9|6.2|0.3|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz002334"><span class="fore-stock-name">英威腾</span><span class="fore-stock-spell displaynone">002334YWT</span></a>|<span class="fore-stock-code">sz002334</span>|5.4|5.5|0.1|5.5|4.3
<a target="_blank" href="/Chart.php?code=sz002335"><span class="fore-stock-name">科华恒盛</span><span class="fore-stock-spell displaynone">002335KHHS</span></a>|<span class="fore-stock-code">sz002335</span>|6.1|6.3|0.2|8.2|5.6
<a target="_blank" href="/Chart.php?code=sz002341"><span class="fore-stock-name">新纶科技</span><span class="fore-stock-spell displaynone">002341XLKJ</span></a>|<span class="fore-stock-code">sz002341</span>|5.9|6.1|0.2|7.7|5.6
<a target="_blank" href="/Chart.php?code=sz002344"><span class="fore-stock-name">海宁皮城</span><span class="fore-stock-spell displaynone">002344HNPC</span></a>|<span class="fore-stock-code">sz002344</span>|5.2|5.3|0.1|7.1|4
<a target="_blank" href="/Chart.php?code=sz002346"><span class="fore-stock-name">柘中股份</span><span class="fore-stock-spell displaynone">002346ZZGF</span></a>|<span class="fore-stock-code">sz002346</span>|5|5.2|0.2|5.5|1.8
<a target="_blank" href="/Chart.php?code=sz002347"><span class="fore-stock-name">泰尔重工</span><span class="fore-stock-spell displaynone">002347TEZG</span></a>|<span class="fore-stock-code">sz002347</span>|6|6.2|0.2|8.3|5
<a target="_blank" href="/Chart.php?code=sz002350"><span class="fore-stock-name">北京科锐</span><span class="fore-stock-spell displaynone">002350BJKR</span></a>|<span class="fore-stock-code">sz002350</span>|6.1|6.3|0.2|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz002352"><span class="fore-stock-name">鼎泰新材</span><span class="fore-stock-spell displaynone">002352DTXC</span></a>|<span class="fore-stock-code">sz002352</span>|4.8|4.9|0.1|6.4|4.2
<a target="_blank" href="/Chart.php?code=sz002353"><span class="fore-stock-name">杰瑞股份</span><span class="fore-stock-spell displaynone">002353JRGF</span></a>|<span class="fore-stock-code">sz002353</span>|4.4|4.5|0.1|7.5|4.4
<a target="_blank" href="/Chart.php?code=sz002354"><span class="fore-stock-name">天神娱乐</span><span class="fore-stock-spell displaynone">002354TSYL</span></a>|<span class="fore-stock-code">sz002354</span>|5.8|5.9|0.1|6.5|5.7
<a target="_blank" href="/Chart.php?code=sz002357"><span class="fore-stock-name">富临运业</span><span class="fore-stock-spell displaynone">002357FLYY</span></a>|<span class="fore-stock-code">sz002357</span>|5|5.3|0.3|5.9|5
<a target="_blank" href="/Chart.php?code=sz002373"><span class="fore-stock-name">千方科技</span><span class="fore-stock-spell displaynone">002373QFKJ</span></a>|<span class="fore-stock-code">sz002373</span>|5.9|6.2|0.3|6.5|5.5
<a target="_blank" href="/Chart.php?code=sz002374"><span class="fore-stock-name">丽鹏股份</span><span class="fore-stock-spell displaynone">002374LPGF</span></a>|<span class="fore-stock-code">sz002374</span>|5.8|6|0.2|8.2|5.7
<a target="_blank" href="/Chart.php?code=sz002377"><span class="fore-stock-name">国创高新</span><span class="fore-stock-spell displaynone">002377GCGX</span></a>|<span class="fore-stock-code">sz002377</span>|4.6|4.9|0.3|5.5|4.2
<a target="_blank" href="/Chart.php?code=sz002382"><span class="fore-stock-name">蓝帆医疗</span><span class="fore-stock-spell displaynone">002382LFYL</span></a>|<span class="fore-stock-code">sz002382</span>|6|6.2|0.2|7.3|5.5
<a target="_blank" href="/Chart.php?code=sz002383"><span class="fore-stock-name">合众思壮</span><span class="fore-stock-spell displaynone">002383HZSZ</span></a>|<span class="fore-stock-code">sz002383</span>|5.6|5.7|0.1|6.6|5.3
<a target="_blank" href="/Chart.php?code=sz002385"><span class="fore-stock-name">大北农</span><span class="fore-stock-spell displaynone">002385DBN</span></a>|<span class="fore-stock-code">sz002385</span>|6.2|6.4|0.2|7.9|5.5
<a target="_blank" href="/Chart.php?code=sz002393"><span class="fore-stock-name">力生制药</span><span class="fore-stock-spell displaynone">002393LSZY</span></a>|<span class="fore-stock-code">sz002393</span>|5|5.2|0.2|5.9|3.9
<a target="_blank" href="/Chart.php?code=sz002397"><span class="fore-stock-name">梦洁家纺</span><span class="fore-stock-spell displaynone">002397MJJF</span></a>|<span class="fore-stock-code">sz002397</span>|5.9|6.1|0.2|7.4|5.9
<a target="_blank" href="/Chart.php?code=sz002402"><span class="fore-stock-name">和而泰</span><span class="fore-stock-spell displaynone">002402HET</span></a>|<span class="fore-stock-code">sz002402</span>|6|6.3|0.3|8.8|5.7
<a target="_blank" href="/Chart.php?code=sz002404"><span class="fore-stock-name">嘉欣丝绸</span><span class="fore-stock-spell displaynone">002404JXSC</span></a>|<span class="fore-stock-code">sz002404</span>|6.2|6.4|0.2|7.3|4
<a target="_blank" href="/Chart.php?code=sz002426"><span class="fore-stock-name">胜利精密</span><span class="fore-stock-spell displaynone">002426SLJM</span></a>|<span class="fore-stock-code">sz002426</span>|5.9|6|0.1|8.3|5.6
<a target="_blank" href="/Chart.php?code=sz002430"><span class="fore-stock-name">杭氧股份</span><span class="fore-stock-spell displaynone">002430HYGF</span></a>|<span class="fore-stock-code">sz002430</span>|5.2|5.4|0.2|5.9|4.6
<a target="_blank" href="/Chart.php?code=sz002432"><span class="fore-stock-name">九安医疗</span><span class="fore-stock-spell displaynone">002432JAYL</span></a>|<span class="fore-stock-code">sz002432</span>|4.9|5.3|0.4|7.7|4.9
<a target="_blank" href="/Chart.php?code=sz002436"><span class="fore-stock-name">兴森科技</span><span class="fore-stock-spell displaynone">002436XSKJ</span></a>|<span class="fore-stock-code">sz002436</span>|5.7|5.8|0.1|9.2|5.5
<a target="_blank" href="/Chart.php?code=sz002438"><span class="fore-stock-name">江苏神通</span><span class="fore-stock-spell displaynone">002438JSST</span></a>|<span class="fore-stock-code">sz002438</span>|6.2|6.4|0.2|7|5.6
<a target="_blank" href="/Chart.php?code=sz002442"><span class="fore-stock-name">龙星化工</span><span class="fore-stock-spell displaynone">002442LXHG</span></a>|<span class="fore-stock-code">sz002442</span>|5.8|5.9|0.1|5.9|4.1
<a target="_blank" href="/Chart.php?code=sz002443"><span class="fore-stock-name">金洲管道</span><span class="fore-stock-spell displaynone">002443JZGD</span></a>|<span class="fore-stock-code">sz002443</span>|5.8|5.9|0.1|6.9|5.5
<a target="_blank" href="/Chart.php?code=sz002446"><span class="fore-stock-name">盛路通信</span><span class="fore-stock-spell displaynone">002446SLTX</span></a>|<span class="fore-stock-code">sz002446</span>|5.8|5.9|0.1|8.5|5.5
<a target="_blank" href="/Chart.php?code=sz002447"><span class="fore-stock-name">壹桥海参</span><span class="fore-stock-spell displaynone">002447YQHC</span></a>|<span class="fore-stock-code">sz002447</span>|5.4|5.6|0.2|5.6|1.8
<a target="_blank" href="/Chart.php?code=sz002450"><span class="fore-stock-name">康得新</span><span class="fore-stock-spell displaynone">002450KDX</span></a>|<span class="fore-stock-code">sz002450</span>|5.7|5.9|0.2|6.5|5.6
<a target="_blank" href="/Chart.php?code=sz002451"><span class="fore-stock-name">摩恩电气</span><span class="fore-stock-spell displaynone">002451MEDQ</span></a>|<span class="fore-stock-code">sz002451</span>|5.2|5.3|0.1|5.5|4.9
<a target="_blank" href="/Chart.php?code=sz002456"><span class="fore-stock-name">欧菲光</span><span class="fore-stock-spell displaynone">002456OFG</span></a>|<span class="fore-stock-code">sz002456</span>|5.9|6|0.1|6.5|5.5
<a target="_blank" href="/Chart.php?code=sz002457"><span class="fore-stock-name">青龙管业</span><span class="fore-stock-spell displaynone">002457QLGY</span></a>|<span class="fore-stock-code">sz002457</span>|4.9|5.1|0.2|6.9|4.9
<a target="_blank" href="/Chart.php?code=sz002460"><span class="fore-stock-name">赣锋锂业</span><span class="fore-stock-spell displaynone">002460GFLY</span></a>|<span class="fore-stock-code">sz002460</span>|6.2|6.3|0.1|7.4|5.6
<a target="_blank" href="/Chart.php?code=sz002463"><span class="fore-stock-name">沪电股份</span><span class="fore-stock-spell displaynone">002463HDGF</span></a>|<span class="fore-stock-code">sz002463</span>|5.9|6.2|0.3|7.3|5.6
<a target="_blank" href="/Chart.php?code=sz002464"><span class="fore-stock-name">金利科技</span><span class="fore-stock-spell displaynone">002464JLKJ</span></a>|<span class="fore-stock-code">sz002464</span>|5.7|5.9|0.2|7|5.5
<a target="_blank" href="/Chart.php?code=sz002466"><span class="fore-stock-name">天齐锂业</span><span class="fore-stock-spell displaynone">002466TQLY</span></a>|<span class="fore-stock-code">sz002466</span>|6.2|6.6|0.4|9|5.7
<a target="_blank" href="/Chart.php?code=sz002474"><span class="fore-stock-name">榕基软件</span><span class="fore-stock-spell displaynone">002474RJRJ</span></a>|<span class="fore-stock-code">sz002474</span>|6|6.1|0.1|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz002477"><span class="fore-stock-name">雏鹰农牧</span><span class="fore-stock-spell displaynone">002477CYNM</span></a>|<span class="fore-stock-code">sz002477</span>|6.2|6.3|0.1|7.2|5.2
<a target="_blank" href="/Chart.php?code=sz002480"><span class="fore-stock-name">新筑股份</span><span class="fore-stock-spell displaynone">002480XZGF</span></a>|<span class="fore-stock-code">sz002480</span>|5.7|5.8|0.1|5.8|3.7
<a target="_blank" href="/Chart.php?code=sz002483"><span class="fore-stock-name">润邦股份</span><span class="fore-stock-spell displaynone">002483RBGF</span></a>|<span class="fore-stock-code">sz002483</span>|5.8|5.9|0.1|7.9|5.3
<a target="_blank" href="/Chart.php?code=sz002486"><span class="fore-stock-name">嘉麟杰</span><span class="fore-stock-spell displaynone">002486JLJ</span></a>|<span class="fore-stock-code">sz002486</span>|5|5.2|0.2|5.2|1.7
<a target="_blank" href="/Chart.php?code=sz002493"><span class="fore-stock-name">荣盛石化</span><span class="fore-stock-spell displaynone">002493RSSH</span></a>|<span class="fore-stock-code">sz002493</span>|6.5|6.7|0.2|8.3|5.5
<a target="_blank" href="/Chart.php?code=sz002497"><span class="fore-stock-name">雅化集团</span><span class="fore-stock-spell displaynone">002497YHJT</span></a>|<span class="fore-stock-code">sz002497</span>|6.2|6.4|0.2|6.9|5.5
<a target="_blank" href="/Chart.php?code=sz002500"><span class="fore-stock-name">山西证券</span><span class="fore-stock-spell displaynone">002500SXZQ</span></a>|<span class="fore-stock-code">sz002500</span>|5.5|5.8|0.3|6.2|5.5
<a target="_blank" href="/Chart.php?code=sz002503"><span class="fore-stock-name">搜于特</span><span class="fore-stock-spell displaynone">002503SYT</span></a>|<span class="fore-stock-code">sz002503</span>|5.9|6.1|0.2|8.6|5.7
<a target="_blank" href="/Chart.php?code=sz002508"><span class="fore-stock-name">老板电器</span><span class="fore-stock-spell displaynone">002508LBDQ</span></a>|<span class="fore-stock-code">sz002508</span>|5.8|6.1|0.3|7.7|5.8
<a target="_blank" href="/Chart.php?code=sz002513"><span class="fore-stock-name">蓝丰生化</span><span class="fore-stock-spell displaynone">002513LFSH</span></a>|<span class="fore-stock-code">sz002513</span>|5.8|6.1|0.3|6.4|4.8
<a target="_blank" href="/Chart.php?code=sz002531"><span class="fore-stock-name">天顺风能</span><span class="fore-stock-spell displaynone">002531TSFN</span></a>|<span class="fore-stock-code">sz002531</span>|6.4|6.8|0.4|9|5.9
<a target="_blank" href="/Chart.php?code=sz002545"><span class="fore-stock-name">东方铁塔</span><span class="fore-stock-spell displaynone">002545DFTT</span></a>|<span class="fore-stock-code">sz002545</span>|5.9|6.2|0.3|6.7|5.7
<a target="_blank" href="/Chart.php?code=sz002546"><span class="fore-stock-name">新联电子</span><span class="fore-stock-spell displaynone">002546XLDZ</span></a>|<span class="fore-stock-code">sz002546</span>|5.2|5.4|0.2|6.2|4
<a target="_blank" href="/Chart.php?code=sz002547"><span class="fore-stock-name">春兴精工</span><span class="fore-stock-spell displaynone">002547CXJG</span></a>|<span class="fore-stock-code">sz002547</span>|5.6|5.7|0.1|6.6|5.5
<a target="_blank" href="/Chart.php?code=sz002556"><span class="fore-stock-name">辉隆股份</span><span class="fore-stock-spell displaynone">002556HLGF</span></a>|<span class="fore-stock-code">sz002556</span>|5|5.3|0.3|6.1|5
<a target="_blank" href="/Chart.php?code=sz002557"><span class="fore-stock-name">洽洽食品</span><span class="fore-stock-spell displaynone">002557QQSP</span></a>|<span class="fore-stock-code">sz002557</span>|5.7|5.8|0.1|7|5.6
<a target="_blank" href="/Chart.php?code=sz002559"><span class="fore-stock-name">亚威股份</span><span class="fore-stock-spell displaynone">002559YWGF</span></a>|<span class="fore-stock-code">sz002559</span>|5.7|5.8|0.1|6.4|5.5
<a target="_blank" href="/Chart.php?code=sz002560"><span class="fore-stock-name">通达股份</span><span class="fore-stock-spell displaynone">002560TDGF</span></a>|<span class="fore-stock-code">sz002560</span>|5.7|5.9|0.2|7.7|5.6
<a target="_blank" href="/Chart.php?code=sz002562"><span class="fore-stock-name">兄弟科技</span><span class="fore-stock-spell displaynone">002562XDKJ</span></a>|<span class="fore-stock-code">sz002562</span>|6|6.3|0.3|8.3|5.5
<a target="_blank" href="/Chart.php?code=sz002569"><span class="fore-stock-name">步森股份</span><span class="fore-stock-spell displaynone">002569BSGF</span></a>|<span class="fore-stock-code">sz002569</span>|5|5.2|0.2|5.3|2.6
<a target="_blank" href="/Chart.php?code=sz002572"><span class="fore-stock-name">索菲亚</span><span class="fore-stock-spell displaynone">002572SFY</span></a>|<span class="fore-stock-code">sz002572</span>|5.7|5.9|0.2|7.3|5.7
<a target="_blank" href="/Chart.php?code=sz002577"><span class="fore-stock-name">雷柏科技</span><span class="fore-stock-spell displaynone">002577LBKJ</span></a>|<span class="fore-stock-code">sz002577</span>|6.2|6.6|0.4|7.4|5.7
