name|code|mess_score_yesterday|mess_score_today|mess_score_change|mess_score_max_40d|mess_score_min_40d
<a target="_blank" href="/Chart.php?code=sh601008"><span class="fore-stock-name">连云港</span><span class="fore-stock-spell displaynone">601008LYG</span></a>|<span class="fore-stock-code">sh601008</span>|3.9|4|0.1|5.8|2.7
<a target="_blank" href="/Chart.php?code=sh601038"><span class="fore-stock-name">一拖股份</span><span class="fore-stock-spell displaynone">601038YTGF</span></a>|<span class="fore-stock-code">sh601038</span>|5.8|6|0.2|7.4|5.5
<a target="_blank" href="/Chart.php?code=sh601058"><span class="fore-stock-name">赛轮金宇</span><span class="fore-stock-spell displaynone">601058SLJY</span></a>|<span class="fore-stock-code">sh601058</span>|5.9|6.3|0.4|7.4|5.7
<a target="_blank" href="/Chart.php?code=sh601101"><span class="fore-stock-name">昊华能源</span><span class="fore-stock-spell displaynone">601101HHNY</span></a>|<span class="fore-stock-code">sh601101</span>|4|4.2|0.2|6.3|4
<a target="_blank" href="/Chart.php?code=sh601168"><span class="fore-stock-name">西部矿业</span><span class="fore-stock-spell displaynone">601168XBKY</span></a>|<span class="fore-stock-code">sh601168</span>|5.6|5.7|0.1|5.9|2.1
<a target="_blank" href="/Chart.php?code=sh601211"><span class="fore-stock-name">国泰君安</span><span class="fore-stock-spell displaynone">601211GTJA</span></a>|<span class="fore-stock-code">sh601211</span>|5.7|6|0.3|6|4.4
<a target="_blank" href="/Chart.php?code=sh601313"><span class="fore-stock-name">江南嘉捷</span><span class="fore-stock-spell displaynone">601313JNJJ</span></a>|<span class="fore-stock-code">sh601313</span>|5.6|5.7|0.1|6.4|5
<a target="_blank" href="/Chart.php?code=sh601369"><span class="fore-stock-name">陕鼓动力</span><span class="fore-stock-spell displaynone">601369SGDL</span></a>|<span class="fore-stock-code">sh601369</span>|5.6|5.8|0.2|6.1|5.5
<a target="_blank" href="/Chart.php?code=sh601519"><span class="fore-stock-name">大智慧</span><span class="fore-stock-spell displaynone">601519DZH</span></a>|<span class="fore-stock-code">sh601519</span>|4.8|4.9|0.1|5.4|4.8
<a target="_blank" href="/Chart.php?code=sh601555"><span class="fore-stock-name">东吴证券</span><span class="fore-stock-spell displaynone">601555DWZQ</span></a>|<span class="fore-stock-code">sh601555</span>|5.6|5.7|0.1|6.4|5.5
<a target="_blank" href="/Chart.php?code=sh601636"><span class="fore-stock-name">旗滨集团</span><span class="fore-stock-spell displaynone">601636QBJT</span></a>|<span class="fore-stock-code">sh601636</span>|6.6|7|0.4|7|5.5
<a target="_blank" href="/Chart.php?code=sh601688"><span class="fore-stock-name">华泰证券</span><span class="fore-stock-spell displaynone">601688HTZQ</span></a>|<span class="fore-stock-code">sh601688</span>|5.6|5.8|0.2|6.2|5.5
<a target="_blank" href="/Chart.php?code=sh601699"><span class="fore-stock-name">潞安环能</span><span class="fore-stock-spell displaynone">601699LAHN</span></a>|<span class="fore-stock-code">sh601699</span>|5.7|5.8|0.1|5.8|1.1
<a target="_blank" href="/Chart.php?code=sh601801"><span class="fore-stock-name">皖新传媒</span><span class="fore-stock-spell displaynone">601801WXCM</span></a>|<span class="fore-stock-code">sh601801</span>|5.9|6.4|0.5|6.6|5.9
<a target="_blank" href="/Chart.php?code=sh601866"><span class="fore-stock-name">中海集运</span><span class="fore-stock-spell displaynone">601866ZHJY</span></a>|<span class="fore-stock-code">sh601866</span>|5.6|5.7|0.1|5.7|5.2
<a target="_blank" href="/Chart.php?code=sh601880"><span class="fore-stock-name">大连港</span><span class="fore-stock-spell displaynone">601880DLG</span></a>|<span class="fore-stock-code">sh601880</span>|5.8|6|0.2|6.3|5.5
<a target="_blank" href="/Chart.php?code=sh601890"><span class="fore-stock-name">亚星锚链</span><span class="fore-stock-spell displaynone">601890YXML</span></a>|<span class="fore-stock-code">sh601890</span>|5.8|6|0.2|9.9|5.8
<a target="_blank" href="/Chart.php?code=sh601908"><span class="fore-stock-name">京运通</span><span class="fore-stock-spell displaynone">601908JYT</span></a>|<span class="fore-stock-code">sh601908</span>|5.8|6.1|0.3|8.4|5.8
<a target="_blank" href="/Chart.php?code=sh601929"><span class="fore-stock-name">吉视传媒</span><span class="fore-stock-spell displaynone">601929JSCM</span></a>|<span class="fore-stock-code">sh601929</span>|5.6|5.7|0.1|6.2|5.5
<a target="_blank" href="/Chart.php?code=sh601933"><span class="fore-stock-name">永辉超市</span><span class="fore-stock-spell displaynone">601933YHCS</span></a>|<span class="fore-stock-code">sh601933</span>|5.6|5.7|0.1|6.9|5.5
<a target="_blank" href="/Chart.php?code=sh601939"><span class="fore-stock-name">建设银行</span><span class="fore-stock-spell displaynone">601939JSYH</span></a>|<span class="fore-stock-code">sh601939</span>|5.8|6|0.2|7.3|5.5
<a target="_blank" href="/Chart.php?code=sh601968"><span class="fore-stock-name">宝钢包装</span><span class="fore-stock-spell displaynone">601968BGBZ</span></a>|<span class="fore-stock-code">sh601968</span>|4.6|5.2|0.6|6.3|4.6
<a target="_blank" href="/Chart.php?code=sh601989"><span class="fore-stock-name">中国重工</span><span class="fore-stock-spell displaynone">601989ZGZG</span></a>|<span class="fore-stock-code">sh601989</span>|5.5|5.6|0.1|5.8|4.8
<a target="_blank" href="/Chart.php?code=sh603001"><span class="fore-stock-name">奥康国际</span><span class="fore-stock-spell displaynone">603001AKGJ</span></a>|<span class="fore-stock-code">sh603001</span>|5.7|5.9|0.2|9.9|5.6
<a target="_blank" href="/Chart.php?code=sh603011"><span class="fore-stock-name">合锻股份</span><span class="fore-stock-spell displaynone">603011HDGF</span></a>|<span class="fore-stock-code">sh603011</span>|6|6.4|0.4|8.5|5.5
<a target="_blank" href="/Chart.php?code=sh603018"><span class="fore-stock-name">设计股份</span><span class="fore-stock-spell displaynone">603018SJGF</span></a>|<span class="fore-stock-code">sh603018</span>|5.6|5.7|0.1|6.9|5.5
<a target="_blank" href="/Chart.php?code=sh603085"><span class="fore-stock-name">天成自控</span><span class="fore-stock-spell displaynone">603085TCZK</span></a>|<span class="fore-stock-code">sh603085</span>|5.6|6|0.4|6.2|5.6
<a target="_blank" href="/Chart.php?code=sh603128"><span class="fore-stock-name">华贸物流</span><span class="fore-stock-spell displaynone">603128HMWL</span></a>|<span class="fore-stock-code">sh603128</span>|6.1|6.3|0.2|6.3|5.5
<a target="_blank" href="/Chart.php?code=sh603167"><span class="fore-stock-name">渤海轮渡</span><span class="fore-stock-spell displaynone">603167BHLD</span></a>|<span class="fore-stock-code">sh603167</span>|6|6.6|0.6|7.7|5.5
<a target="_blank" href="/Chart.php?code=sh603188"><span class="fore-stock-name">亚邦股份</span><span class="fore-stock-spell displaynone">603188YBGF</span></a>|<span class="fore-stock-code">sh603188</span>|5.6|5.9|0.3|5.9|5.5
<a target="_blank" href="/Chart.php?code=sh603288"><span class="fore-stock-name">海天味业</span><span class="fore-stock-spell displaynone">603288HTWY</span></a>|<span class="fore-stock-code">sh603288</span>|5.6|5.7|0.1|6.6|5.6
<a target="_blank" href="/Chart.php?code=sh603338"><span class="fore-stock-name">浙江鼎力</span><span class="fore-stock-spell displaynone">603338ZJDL</span></a>|<span class="fore-stock-code">sh603338</span>|5.8|5.9|0.1|6.8|5.8
<a target="_blank" href="/Chart.php?code=sh603369"><span class="fore-stock-name">今世缘</span><span class="fore-stock-spell displaynone">603369JSY</span></a>|<span class="fore-stock-code">sh603369</span>|5.7|5.9|0.2|6.8|5.6
<a target="_blank" href="/Chart.php?code=sh603567"><span class="fore-stock-name">珍宝岛</span><span class="fore-stock-spell displaynone">603567ZBD</span></a>|<span class="fore-stock-code">sh603567</span>|5.6|5.7|0.1|6.5|5.5
<a target="_blank" href="/Chart.php?code=sh603588"><span class="fore-stock-name">高能环境</span><span class="fore-stock-spell displaynone">603588GNHJ</span></a>|<span class="fore-stock-code">sh603588</span>|5.6|5.7|0.1|6|5.5
<a target="_blank" href="/Chart.php?code=sh603599"><span class="fore-stock-name">广信股份</span><span class="fore-stock-spell displaynone">603599GXGF</span></a>|<span class="fore-stock-code">sh603599</span>|5.7|6.1|0.4|6.2|5
<a target="_blank" href="/Chart.php?code=sh603606"><span class="fore-stock-name">东方电缆</span><span class="fore-stock-spell displaynone">603606DFDL</span></a>|<span class="fore-stock-code">sh603606</span>|5.6|5.7|0.1|6.1|5.5
<a target="_blank" href="/Chart.php?code=sh603618"><span class="fore-stock-name">杭电股份</span><span class="fore-stock-spell displaynone">603618HDGF</span></a>|<span class="fore-stock-code">sh603618</span>|5.8|5.9|0.1|6.6|5.5
<a target="_blank" href="/Chart.php?code=sh603698"><span class="fore-stock-name">航天工程</span><span class="fore-stock-spell displaynone">603698HTGC</span></a>|<span class="fore-stock-code">sh603698</span>|5|5.2|0.2|6.1|5
<a target="_blank" href="/Chart.php?code=sh603729"><span class="fore-stock-name">龙韵股份</span><span class="fore-stock-spell displaynone">603729LYGF</span></a>|<span class="fore-stock-code">sh603729</span>|5.3|5.4|0.1|5.7|5.3
<a target="_blank" href="/Chart.php?code=sh603869"><span class="fore-stock-name">北部湾旅</span><span class="fore-stock-spell displaynone">603869BBWL</span></a>|<span class="fore-stock-code">sh603869</span>|6|6.2|0.2|6.2|5.6
<a target="_blank" href="/Chart.php?code=sz000005"><span class="fore-stock-name">世纪星源</span><span class="fore-stock-spell displaynone">000005SJXY</span></a>|<span class="fore-stock-code">sz000005</span>|5.6|5.8|0.2|7|4
<a target="_blank" href="/Chart.php?code=sz000012"><span class="fore-stock-name">南玻Ａ</span><span class="fore-stock-spell displaynone">000012NBA</span></a>|<span class="fore-stock-code">sz000012</span>|5.8|6|0.2|8.3|5.5
<a target="_blank" href="/Chart.php?code=sz000025"><span class="fore-stock-name">特力Ａ</span><span class="fore-stock-spell displaynone">000025TLA</span></a>|<span class="fore-stock-code">sz000025</span>|5.8|6|0.2|7.4|5.5
<a target="_blank" href="/Chart.php?code=sz000158"><span class="fore-stock-name">常山股份</span><span class="fore-stock-spell displaynone">000158CSGF</span></a>|<span class="fore-stock-code">sz000158</span>|5.6|5.7|0.1|6.9|5.6
<a target="_blank" href="/Chart.php?code=sz000333"><span class="fore-stock-name">美的集团</span><span class="fore-stock-spell displaynone">000333MDJT</span></a>|<span class="fore-stock-code">sz000333</span>|5.6|5.7|0.1|5.9|5.5
<a target="_blank" href="/Chart.php?code=sz000419"><span class="fore-stock-name">通程控股</span><span class="fore-stock-spell displaynone">000419TCKG</span></a>|<span class="fore-stock-code">sz000419</span>|6|6.3|0.3|6.3|5
<a target="_blank" href="/Chart.php?code=sz000501"><span class="fore-stock-name">鄂武商Ａ</span><span class="fore-stock-spell displaynone">000501EWSA</span></a>|<span class="fore-stock-code">sz000501</span>|5.8|5.9|0.1|5.9|5.5
<a target="_blank" href="/Chart.php?code=sz000503"><span class="fore-stock-name">海虹控股</span><span class="fore-stock-spell displaynone">000503HHKG</span></a>|<span class="fore-stock-code">sz000503</span>|5.1|5.3|0.2|5.5|1.1
<a target="_blank" href="/Chart.php?code=sz000504"><span class="fore-stock-name">南华生物</span><span class="fore-stock-spell displaynone">000504NHSW</span></a>|<span class="fore-stock-code">sz000504</span>|5.2|5.3|0.1|5.5|3.5
<a target="_blank" href="/Chart.php?code=sz000505"><span class="fore-stock-name">珠江控股</span><span class="fore-stock-spell displaynone">000505ZJKG</span></a>|<span class="fore-stock-code">sz000505</span>|5.5|5.6|0.1|6.9|3.9
<a target="_blank" href="/Chart.php?code=sz000511"><span class="fore-stock-name">烯碳新材</span><span class="fore-stock-spell displaynone">000511XTXC</span></a>|<span class="fore-stock-code">sz000511</span>|5.1|5.3|0.2|6.8|4.7
<a target="_blank" href="/Chart.php?code=sz000516"><span class="fore-stock-name">国际医学</span><span class="fore-stock-spell displaynone">000516GJYX</span></a>|<span class="fore-stock-code">sz000516</span>|5.7|5.9|0.2|6.6|5
<a target="_blank" href="/Chart.php?code=sz000540"><span class="fore-stock-name">中天城投</span><span class="fore-stock-spell displaynone">000540ZTCT</span></a>|<span class="fore-stock-code">sz000540</span>|5.6|5.7|0.1|6.1|5.6
<a target="_blank" href="/Chart.php?code=sz000544"><span class="fore-stock-name">中原环保</span><span class="fore-stock-spell displaynone">000544ZYHB</span></a>|<span class="fore-stock-code">sz000544</span>|5.8|6.3|0.5|6.3|2.8
<a target="_blank" href="/Chart.php?code=sz000553"><span class="fore-stock-name">沙隆达Ａ</span><span class="fore-stock-spell displaynone">000553SLDA</span></a>|<span class="fore-stock-code">sz000553</span>|5.9|6|0.1|6.1|3.3
<a target="_blank" href="/Chart.php?code=sz000558"><span class="fore-stock-name">莱茵置业</span><span class="fore-stock-spell displaynone">000558LYZY</span></a>|<span class="fore-stock-code">sz000558</span>|5.5|5.6|0.1|8.1|5
<a target="_blank" href="/Chart.php?code=sz000559"><span class="fore-stock-name">万向钱潮</span><span class="fore-stock-spell displaynone">000559WXQC</span></a>|<span class="fore-stock-code">sz000559</span>|6|6.3|0.3|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz000581"><span class="fore-stock-name">威孚高科</span><span class="fore-stock-spell displaynone">000581WFGK</span></a>|<span class="fore-stock-code">sz000581</span>|5.6|5.8|0.2|6.1|5.5
<a target="_blank" href="/Chart.php?code=sz000582"><span class="fore-stock-name">北部湾港</span><span class="fore-stock-spell displaynone">000582BBWG</span></a>|<span class="fore-stock-code">sz000582</span>|5.7|5.9|0.2|6.1|5.5
<a target="_blank" href="/Chart.php?code=sz000587"><span class="fore-stock-name">金叶珠宝</span><span class="fore-stock-spell displaynone">000587JYZB</span></a>|<span class="fore-stock-code">sz000587</span>|5.9|6.3|0.4|9.6|5.9
<a target="_blank" href="/Chart.php?code=sz000610"><span class="fore-stock-name">西安旅游</span><span class="fore-stock-spell displaynone">000610XALY</span></a>|<span class="fore-stock-code">sz000610</span>|5.6|5.8|0.2|6.9|5.6
<a target="_blank" href="/Chart.php?code=sz000612"><span class="fore-stock-name">焦作万方</span><span class="fore-stock-spell displaynone">000612JZWF</span></a>|<span class="fore-stock-code">sz000612</span>|5.9|6.1|0.2|6.1|3.5
<a target="_blank" href="/Chart.php?code=sz000615"><span class="fore-stock-name">湖北金环</span><span class="fore-stock-spell displaynone">000615HBJH</span></a>|<span class="fore-stock-code">sz000615</span>|5.3|5.4|0.1|7.2|1.9
<a target="_blank" href="/Chart.php?code=sz000616"><span class="fore-stock-name">海航投资</span><span class="fore-stock-spell displaynone">000616HHTZ</span></a>|<span class="fore-stock-code">sz000616</span>|5.3|5.4|0.1|6.1|4.6
<a target="_blank" href="/Chart.php?code=sz000625"><span class="fore-stock-name">长安汽车</span><span class="fore-stock-spell displaynone">000625CAQC</span></a>|<span class="fore-stock-code">sz000625</span>|5.6|5.7|0.1|6.4|5.6
<a target="_blank" href="/Chart.php?code=sz000628"><span class="fore-stock-name">高新发展</span><span class="fore-stock-spell displaynone">000628GXFZ</span></a>|<span class="fore-stock-code">sz000628</span>|5.7|5.8|0.1|6.4|5.6
<a target="_blank" href="/Chart.php?code=sz000633"><span class="fore-stock-name">合金投资</span><span class="fore-stock-spell displaynone">000633HJTZ</span></a>|<span class="fore-stock-code">sz000633</span>|3.3|4|0.7|5.1|1.7
<a target="_blank" href="/Chart.php?code=sz000636"><span class="fore-stock-name">风华高科</span><span class="fore-stock-spell displaynone">000636FHGK</span></a>|<span class="fore-stock-code">sz000636</span>|5.9|6.3|0.4|8.4|5.5
<a target="_blank" href="/Chart.php?code=sz000638"><span class="fore-stock-name">万方发展</span><span class="fore-stock-spell displaynone">000638WFFZ</span></a>|<span class="fore-stock-code">sz000638</span>|5.5|5.6|0.1|6.3|5.3
<a target="_blank" href="/Chart.php?code=sz000651"><span class="fore-stock-name">格力电器</span><span class="fore-stock-spell displaynone">000651GLDQ</span></a>|<span class="fore-stock-code">sz000651</span>|5.7|5.9|0.2|6.2|5
<a target="_blank" href="/Chart.php?code=sz000661"><span class="fore-stock-name">长春高新</span><span class="fore-stock-spell displaynone">000661CCGX</span></a>|<span class="fore-stock-code">sz000661</span>|5.8|6.3|0.5|7.3|5.8
<a target="_blank" href="/Chart.php?code=sz000687"><span class="fore-stock-name">恒天天鹅</span><span class="fore-stock-spell displaynone">000687HTTE</span></a>|<span class="fore-stock-code">sz000687</span>|5.9|6.3|0.4|6.8|5.6
<a target="_blank" href="/Chart.php?code=sz000697"><span class="fore-stock-name">炼石有色</span><span class="fore-stock-spell displaynone">000697LSYS</span></a>|<span class="fore-stock-code">sz000697</span>|5|5.2|0.2|5.8|3.9
<a target="_blank" href="/Chart.php?code=sz000705"><span class="fore-stock-name">浙江震元</span><span class="fore-stock-spell displaynone">000705ZJZY</span></a>|<span class="fore-stock-code">sz000705</span>|6.1|6.6|0.5|6.8|5
<a target="_blank" href="/Chart.php?code=sz000711"><span class="fore-stock-name">*ST京蓝</span><span class="fore-stock-spell displaynone">000711STJL</span></a>|<span class="fore-stock-code">sz000711</span>|5.5|5.6|0.1|6.7|5.5
<a target="_blank" href="/Chart.php?code=sz000713"><span class="fore-stock-name">丰乐种业</span><span class="fore-stock-spell displaynone">000713FLZY</span></a>|<span class="fore-stock-code">sz000713</span>|4.6|5|0.4|6.2|4
<a target="_blank" href="/Chart.php?code=sz000719"><span class="fore-stock-name">大地传媒</span><span class="fore-stock-spell displaynone">000719DDCM</span></a>|<span class="fore-stock-code">sz000719</span>|5.6|5.8|0.2|6.2|5
<a target="_blank" href="/Chart.php?code=sz000723"><span class="fore-stock-name">美锦能源</span><span class="fore-stock-spell displaynone">000723MJNY</span></a>|<span class="fore-stock-code">sz000723</span>|5.5|5.6|0.1|7.5|4
<a target="_blank" href="/Chart.php?code=sz000736"><span class="fore-stock-name">中房地产</span><span class="fore-stock-spell displaynone">000736ZFDC</span></a>|<span class="fore-stock-code">sz000736</span>|5.5|5.6|0.1|6.1|2.5
<a target="_blank" href="/Chart.php?code=sz000750"><span class="fore-stock-name">国海证券</span><span class="fore-stock-spell displaynone">000750GHZQ</span></a>|<span class="fore-stock-code">sz000750</span>|5.2|5.3|0.1|8.4|4.3
<a target="_blank" href="/Chart.php?code=sz000752"><span class="fore-stock-name">西藏发展</span><span class="fore-stock-spell displaynone">000752XCFZ</span></a>|<span class="fore-stock-code">sz000752</span>|4.5|4.7|0.2|7.7|4.5
<a target="_blank" href="/Chart.php?code=sz000753"><span class="fore-stock-name">漳州发展</span><span class="fore-stock-spell displaynone">000753ZZFZ</span></a>|<span class="fore-stock-code">sz000753</span>|5.6|5.7|0.1|8.2|5.3
<a target="_blank" href="/Chart.php?code=sz000768"><span class="fore-stock-name">中航飞机</span><span class="fore-stock-spell displaynone">000768ZHFJ</span></a>|<span class="fore-stock-code">sz000768</span>|5.6|5.7|0.1|6.6|5.5
<a target="_blank" href="/Chart.php?code=sz000786"><span class="fore-stock-name">北新建材</span><span class="fore-stock-spell displaynone">000786BXJC</span></a>|<span class="fore-stock-code">sz000786</span>|5.7|5.9|0.2|6|5.5
<a target="_blank" href="/Chart.php?code=sz000788"><span class="fore-stock-name">北大医药</span><span class="fore-stock-spell displaynone">000788BDYY</span></a>|<span class="fore-stock-code">sz000788</span>|5.7|5.8|0.1|7|5.5
<a target="_blank" href="/Chart.php?code=sz000792"><span class="fore-stock-name">盐湖股份</span><span class="fore-stock-spell displaynone">000792YHGF</span></a>|<span class="fore-stock-code">sz000792</span>|5.6|5.7|0.1|8.9|4
<a target="_blank" href="/Chart.php?code=sz000796"><span class="fore-stock-name">易食股份</span><span class="fore-stock-spell displaynone">000796YSGF</span></a>|<span class="fore-stock-code">sz000796</span>|5.8|5.9|0.1|8.8|5.6
<a target="_blank" href="/Chart.php?code=sz000810"><span class="fore-stock-name">创维数字</span><span class="fore-stock-spell displaynone">000810CWSZ</span></a>|<span class="fore-stock-code">sz000810</span>|5.6|5.8|0.2|7|5.6
<a target="_blank" href="/Chart.php?code=sz000818"><span class="fore-stock-name">方大化工</span><span class="fore-stock-spell displaynone">000818FDHG</span></a>|<span class="fore-stock-code">sz000818</span>|5.6|5.7|0.1|5.7|2.8
<a target="_blank" href="/Chart.php?code=sz000829"><span class="fore-stock-name">天音控股</span><span class="fore-stock-spell displaynone">000829TYKG</span></a>|<span class="fore-stock-code">sz000829</span>|5.8|6.1|0.3|6.1|4.4
<a target="_blank" href="/Chart.php?code=sz000860"><span class="fore-stock-name">顺鑫农业</span><span class="fore-stock-spell displaynone">000860SXNY</span></a>|<span class="fore-stock-code">sz000860</span>|5.6|5.7|0.1|6.1|5.5
<a target="_blank" href="/Chart.php?code=sz000881"><span class="fore-stock-name">大连国际</span><span class="fore-stock-spell displaynone">000881DLGJ</span></a>|<span class="fore-stock-code">sz000881</span>|6.1|6.2|0.1|6.2|2.5
<a target="_blank" href="/Chart.php?code=sz000885"><span class="fore-stock-name">同力水泥</span><span class="fore-stock-spell displaynone">000885TLSN</span></a>|<span class="fore-stock-code">sz000885</span>|4.8|5|0.2|5.9|4.5
<a target="_blank" href="/Chart.php?code=sz000902"><span class="fore-stock-name">新洋丰</span><span class="fore-stock-spell displaynone">000902XYF</span></a>|<span class="fore-stock-code">sz000902</span>|5.5|5.6|0.1|7.1|5.5
<a target="_blank" href="/Chart.php?code=sz000916"><span class="fore-stock-name">华北高速</span><span class="fore-stock-spell displaynone">000916HBGS</span></a>|<span class="fore-stock-code">sz000916</span>|6.1|6.4|0.3|6.4|5
<a target="_blank" href="/Chart.php?code=sz000919"><span class="fore-stock-name">金陵药业</span><span class="fore-stock-spell displaynone">000919JLYY</span></a>|<span class="fore-stock-code">sz000919</span>|5.8|6|0.2|6.6|5
<a target="_blank" href="/Chart.php?code=sz000920"><span class="fore-stock-name">南方汇通</span><span class="fore-stock-spell displaynone">000920NFHT</span></a>|<span class="fore-stock-code">sz000920</span>|5.6|5.8|0.2|6.2|4
<a target="_blank" href="/Chart.php?code=sz000933"><span class="fore-stock-name">神火股份</span><span class="fore-stock-spell displaynone">000933SHGF</span></a>|<span class="fore-stock-code">sz000933</span>|5.7|5.8|0.1|6.2|1.1
<a target="_blank" href="/Chart.php?code=sz000936"><span class="fore-stock-name">华西股份</span><span class="fore-stock-spell displaynone">000936HXGF</span></a>|<span class="fore-stock-code">sz000936</span>|6.7|6.9|0.2|7.7|5.6
<a target="_blank" href="/Chart.php?code=sz000960"><span class="fore-stock-name">锡业股份</span><span class="fore-stock-spell displaynone">000960XYGF</span></a>|<span class="fore-stock-code">sz000960</span>|5.9|6|0.1|6.8|5.2
<a target="_blank" href="/Chart.php?code=sz000983"><span class="fore-stock-name">西山煤电</span><span class="fore-stock-spell displaynone">000983XSMD</span></a>|<span class="fore-stock-code">sz000983</span>|5.8|6.3|0.5|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz000993"><span class="fore-stock-name">闽东电力</span><span class="fore-stock-spell displaynone">000993MDDL</span></a>|<span class="fore-stock-code">sz000993</span>|5.8|5.9|0.1|6.4|5.5
<a target="_blank" href="/Chart.php?code=sz000997"><span class="fore-stock-name">新大陆</span><span class="fore-stock-spell displaynone">000997XDL</span></a>|<span class="fore-stock-code">sz000997</span>|6|6.2|0.2|6.9|5.5
<a target="_blank" href="/Chart.php?code=sz001896"><span class="fore-stock-name">豫能控股</span><span class="fore-stock-spell displaynone">001896YNKG</span></a>|<span class="fore-stock-code">sz001896</span>|5.8|6|0.2|6.3|5.7
<a target="_blank" href="/Chart.php?code=sz002004"><span class="fore-stock-name">华邦颖泰</span><span class="fore-stock-spell displaynone">002004HBYT</span></a>|<span class="fore-stock-code">sz002004</span>|5.9|6.1|0.2|6.3|5.5
<a target="_blank" href="/Chart.php?code=sz002009"><span class="fore-stock-name">天奇股份</span><span class="fore-stock-spell displaynone">002009TQGF</span></a>|<span class="fore-stock-code">sz002009</span>|5.7|5.9|0.2|6.4|5.5
<a target="_blank" href="/Chart.php?code=sz002010"><span class="fore-stock-name">传化股份</span><span class="fore-stock-spell displaynone">002010CHGF</span></a>|<span class="fore-stock-code">sz002010</span>|6.2|6.8|0.6|9.2|5.5
<a target="_blank" href="/Chart.php?code=sz002013"><span class="fore-stock-name">中航机电</span><span class="fore-stock-spell displaynone">002013ZHJD</span></a>|<span class="fore-stock-code">sz002013</span>|7|7.7|0.7|7.7|5.5
<a target="_blank" href="/Chart.php?code=sz002019"><span class="fore-stock-name">亿帆鑫富</span><span class="fore-stock-spell displaynone">002019YFXF</span></a>|<span class="fore-stock-code">sz002019</span>|5.8|5.9|0.1|8.3|5.5
<a target="_blank" href="/Chart.php?code=sz002022"><span class="fore-stock-name">科华生物</span><span class="fore-stock-spell displaynone">002022KHSW</span></a>|<span class="fore-stock-code">sz002022</span>|6.5|6.6|0.1|7.7|5.5
<a target="_blank" href="/Chart.php?code=sz002032"><span class="fore-stock-name">苏泊尔</span><span class="fore-stock-spell displaynone">002032SBE</span></a>|<span class="fore-stock-code">sz002032</span>|5.9|6|0.1|6.9|5.5
<a target="_blank" href="/Chart.php?code=sz002034"><span class="fore-stock-name">美欣达</span><span class="fore-stock-spell displaynone">002034MXD</span></a>|<span class="fore-stock-code">sz002034</span>|6.2|6.6|0.4|6.6|4.2
<a target="_blank" href="/Chart.php?code=sz002036"><span class="fore-stock-name">汉麻产业</span><span class="fore-stock-spell displaynone">002036HMCY</span></a>|<span class="fore-stock-code">sz002036</span>|6|6.3|0.3|6.6|5.7
<a target="_blank" href="/Chart.php?code=sz002042"><span class="fore-stock-name">华孚色纺</span><span class="fore-stock-spell displaynone">002042HFSF</span></a>|<span class="fore-stock-code">sz002042</span>|6.1|6.2|0.1|6.8|5.1
<a target="_blank" href="/Chart.php?code=sz002043"><span class="fore-stock-name">兔宝宝</span><span class="fore-stock-spell displaynone">002043TBB</span></a>|<span class="fore-stock-code">sz002043</span>|6.8|7.7|0.9|8.5|5.5
<a target="_blank" href="/Chart.php?code=sz002046"><span class="fore-stock-name">轴研科技</span><span class="fore-stock-spell displaynone">002046ZYKJ</span></a>|<span class="fore-stock-code">sz002046</span>|5|5.4|0.4|6|3.1
<a target="_blank" href="/Chart.php?code=sz002052"><span class="fore-stock-name">同洲电子</span><span class="fore-stock-spell displaynone">002052TZDZ</span></a>|<span class="fore-stock-code">sz002052</span>|5.1|5.3|0.2|6.8|4.7
<a target="_blank" href="/Chart.php?code=sz002053"><span class="fore-stock-name">云南盐化</span><span class="fore-stock-spell displaynone">002053YNYH</span></a>|<span class="fore-stock-code">sz002053</span>|6.2|6.5|0.3|8.7|5.5
<a target="_blank" href="/Chart.php?code=sz002062"><span class="fore-stock-name">宏润建设</span><span class="fore-stock-spell displaynone">002062HRJS</span></a>|<span class="fore-stock-code">sz002062</span>|5.9|6|0.1|7.5|5.5
<a target="_blank" href="/Chart.php?code=sz002067"><span class="fore-stock-name">景兴纸业</span><span class="fore-stock-spell displaynone">002067JXZY</span></a>|<span class="fore-stock-code">sz002067</span>|6|6.2|0.2|7.7|5.5
<a target="_blank" href="/Chart.php?code=sz002068"><span class="fore-stock-name">黑猫股份</span><span class="fore-stock-spell displaynone">002068HMGF</span></a>|<span class="fore-stock-code">sz002068</span>|5.4|5.6|0.2|5.8|5
<a target="_blank" href="/Chart.php?code=sz002070"><span class="fore-stock-name">众和股份</span><span class="fore-stock-spell displaynone">002070ZHGF</span></a>|<span class="fore-stock-code">sz002070</span>|6.5|6.6|0.1|6.6|5.5
<a target="_blank" href="/Chart.php?code=sz002074"><span class="fore-stock-name">东源电器</span><span class="fore-stock-spell displaynone">002074DYDQ</span></a>|<span class="fore-stock-code">sz002074</span>|6.3|6.6|0.3|8.1|5.8
<a target="_blank" href="/Chart.php?code=sz002075"><span class="fore-stock-name">沙钢股份</span><span class="fore-stock-spell displaynone">002075SGGF</span></a>|<span class="fore-stock-code">sz002075</span>|5.7|5.8|0.1|6.5|4.8
